AgeInYears,TravelTimeToWorkInMinutes,NumberOfPeopleInCarpool,HoursWorkedWeeklyInPastYear,TotalIncomeInDollars
22,5.0,1.0,36.0,23000.0
84,,,,148300.0
84,,,,46800.0
26,30.0,1.0,40.0,60000.0
13,,,,
51,5.0,1.0,32.0,4620.0
77,155.0,1.0,50.0,293500.0
63,,,30.0,14400.0
27,25.0,1.0,60.0,55000.0
53,,,,0.0
33,45.0,,40.0,35000.0
56,,,40.0,23000.0
63,15.0,1.0,40.0,24500.0
69,,,,1300.0
66,,,,1600.0
48,30.0,,37.0,16100.0
19,,,,1220.0
61,,,30.0,10900.0
67,,,,21000.0
65,,,,23820.0
31,,,,0.0
30,45.0,1.0,36.0,64000.0
52,50.0,1.0,40.0,79000.0
34,,,3.0,42220.0
86,,,,18000.0
10,,,,
56,30.0,1.0,40.0,35000.0
70,,,,71400.0
63,27.0,1.0,24.0,21700.0
72,,,,15000.0
47,,,,0.0
81,,,,45400.0
11,,,,
71,,,,31900.0
68,,,,13600.0
5,,,,
47,25.0,1.0,50.0,110000.0
27,30.0,1.0,54.0,50000.0
54,1.0,,5.0,28400.0
27,,,40.0,12500.0
25,10.0,1.0,40.0,20000.0
78,10.0,,40.0,116900.0
3,,,,
27,45.0,2.0,40.0,31500.0
6,,,,
15,,,,0.0
20,7.0,1.0,40.0,14400.0
13,,,,
40,15.0,1.0,40.0,15000.0
5,,,,
65,,,8.0,16710.0
70,,,,4000.0
71,,,,10500.0
2,,,,
52,30.0,1.0,40.0,126430.0
3,,,,
71,,,,56900.0
38,,,,8200.0
72,,,,42800.0
56,,,,0.0
25,,,30.0,1500.0
12,,,,
80,,,,17000.0
43,45.0,,40.0,85000.0
42,2.0,2.0,20.0,72000.0
3,,,,
43,45.0,,35.0,265000.0
76,,,25.0,34800.0
20,30.0,1.0,25.0,10000.0
21,,,,0.0
85,,,,7000.0
62,,,,9200.0
34,10.0,1.0,40.0,100000.0
50,4.0,1.0,40.0,22800.0
57,,,,0.0
11,,,,
81,,,,8900.0
54,80.0,,20.0,22010.0
63,20.0,1.0,20.0,69500.0
13,,,,
11,,,,
1,,,,
49,5.0,,50.0,49600.0
78,,,,30000.0
61,,,,35600.0
60,,,,900.0
71,,,,10000.0
54,,,,0.0
17,,,20.0,500.0
3,,,,
31,50.0,1.0,41.0,27300.0
59,15.0,1.0,50.0,114000.0
50,,,20.0,30000.0
69,,,,23200.0
30,15.0,2.0,40.0,24000.0
13,,,,
37,30.0,1.0,40.0,12000.0
10,,,,
13,,,,
22,25.0,1.0,35.0,13000.0
76,,,18.0,19500.0
41,10.0,1.0,50.0,80200.0
85,,,,6700.0
18,,,,0.0
12,,,,
5,,,,
23,,,38.0,23000.0
55,,,55.0,60000.0
32,5.0,1.0,20.0,13000.0
35,20.0,1.0,40.0,140000.0
35,25.0,,40.0,209000.0
42,15.0,1.0,40.0,171500.0
67,,,15.0,22100.0
52,35.0,1.0,40.0,85000.0
2,,,,
20,,,60.0,1200.0
7,,,,
57,15.0,,33.0,32000.0
68,,,,16900.0
62,,,,34800.0
22,,,6.0,1200.0
25,45.0,,12.0,3000.0
35,,,2.0,300.0
83,,,,1800.0
28,,,5.0,3000.0
77,,,,0.0
31,45.0,1.0,63.0,12000.0
13,,,,
41,15.0,3.0,40.0,62800.0
18,,,,0.0
69,,,,40000.0
22,,,,0.0
26,20.0,2.0,45.0,70400.0
32,30.0,,40.0,106000.0
7,,,,
69,50.0,1.0,60.0,58300.0
71,,,,55900.0
56,10.0,1.0,50.0,100000.0
62,40.0,,48.0,93920.0
11,,,,
63,,,,0.0
81,,,,40900.0
21,25.0,1.0,35.0,25000.0
59,155.0,,40.0,67000.0
0,,,,
43,10.0,1.0,40.0,20000.0
31,20.0,1.0,40.0,58000.0
28,20.0,,40.0,70000.0
70,,,,99200.0
22,15.0,1.0,20.0,20000.0
66,,,,28200.0
35,30.0,2.0,40.0,55000.0
50,5.0,1.0,40.0,21000.0
0,,,,
70,,,,55400.0
26,,,8.0,68100.0
88,,,,51000.0
52,,,40.0,60000.0
5,,,,
27,20.0,1.0,50.0,30000.0
52,10.0,1.0,50.0,50000.0
34,,,,0.0
9,,,,
25,20.0,,45.0,65000.0
64,30.0,1.0,15.0,7500.0
49,90.0,2.0,50.0,75000.0
60,,,,70260.0
23,30.0,1.0,30.0,14900.0
16,,,,0.0
72,,,24.0,39400.0
47,60.0,,40.0,39700.0
23,20.0,,30.0,10200.0
45,25.0,1.0,40.0,34000.0
22,,,20.0,15000.0
68,,,,3300.0
33,,,,0.0
64,,,,15800.0
72,,,,22200.0
46,30.0,1.0,45.0,35000.0
38,50.0,,50.0,49000.0
54,35.0,1.0,40.0,60000.0
54,25.0,1.0,36.0,26000.0
85,,,,64100.0
17,,,,0.0
6,,,,
50,,,,6000.0
74,,,,37400.0
63,55.0,1.0,65.0,65000.0
70,,,24.0,28750.0
71,,,,29200.0
30,11.0,1.0,40.0,60000.0
32,5.0,1.0,50.0,45000.0
48,10.0,1.0,32.0,15000.0
53,5.0,,40.0,25000.0
77,,,,46200.0
52,,,,0.0
17,3.0,,2.0,500.0
41,10.0,1.0,40.0,50000.0
42,,,,0.0
59,,,40.0,102750.0
7,,,,
28,45.0,1.0,42.0,124000.0
95,,,,13800.0
77,,,,28350.0
44,10.0,1.0,50.0,310000.0
34,,,,0.0
20,,,,0.0
43,25.0,2.0,40.0,31200.0
73,,,,6800.0
25,30.0,1.0,45.0,67000.0
51,30.0,1.0,40.0,20000.0
64,,,,0.0
73,,,,24000.0
40,15.0,2.0,40.0,80000.0
50,15.0,1.0,34.0,25600.0
53,30.0,1.0,40.0,74600.0
29,10.0,1.0,40.0,62000.0
16,,,,0.0
25,,,,0.0
63,,,20.0,43800.0
73,,,,56440.0
75,,,,81300.0
33,5.0,1.0,40.0,26000.0
35,155.0,1.0,40.0,40000.0
12,,,,
49,40.0,1.0,42.0,64000.0
29,30.0,,40.0,42000.0
23,,,40.0,8000.0
57,50.0,1.0,65.0,60000.0
50,,,40.0,12000.0
5,,,,
44,27.0,2.0,50.0,74000.0
52,15.0,1.0,40.0,58000.0
70,,,,43200.0
63,,,,44600.0
82,,,,70800.0
73,,,,36100.0
60,20.0,1.0,40.0,20550.0
3,,,,
81,,,,36000.0
84,,,,26500.0
11,,,,
87,,,,51900.0
7,,,,
69,,,,58000.0
37,,,,6800.0
46,5.0,1.0,30.0,30000.0
57,20.0,1.0,45.0,63000.0
4,,,,
22,8.0,1.0,16.0,9500.0
42,,,,0.0
18,,,,0.0
6,,,,
30,,,,0.0
3,,,,
4,,,,
49,20.0,1.0,40.0,144980.0
13,,,,
76,,,,102100.0
20,20.0,1.0,30.0,16610.0
13,,,,
64,,,,60400.0
82,,,,15000.0
53,75.0,,40.0,58000.0
9,,,,
0,,,,
70,,,,51400.0
5,,,,
22,30.0,1.0,40.0,28900.0
70,,,,8800.0
39,,,,0.0
30,,,,9300.0
36,60.0,1.0,40.0,140000.0
66,6.0,1.0,39.0,40600.0
41,40.0,1.0,40.0,60000.0
52,,,60.0,7800.0
51,12.0,1.0,50.0,132000.0
71,,,,80000.0
81,,,,35400.0
18,5.0,1.0,10.0,3600.0
19,15.0,2.0,10.0,4800.0
67,,,,9000.0
29,3.0,1.0,20.0,8000.0
70,,,,7200.0
75,,,,63700.0
43,20.0,1.0,35.0,19700.0
47,,,,0.0
37,,,40.0,5700.0
83,,,,346000.0
59,10.0,1.0,29.0,25000.0
62,30.0,1.0,99.0,20000.0
40,15.0,1.0,55.0,50050.0
17,,,,0.0
24,3.0,1.0,30.0,19000.0
21,30.0,1.0,20.0,11000.0
32,5.0,,32.0,60000.0
62,,,,13200.0
48,,,,29600.0
12,,,,
18,5.0,,25.0,9500.0
64,90.0,,30.0,8000.0
68,15.0,1.0,40.0,45000.0
53,35.0,,40.0,60000.0
64,,,,13500.0
6,,,,
56,35.0,1.0,50.0,99300.0
56,,,,0.0
72,,,,152200.0
29,10.0,1.0,20.0,21000.0
52,10.0,1.0,60.0,71000.0
48,30.0,1.0,60.0,69500.0
62,18.0,1.0,30.0,15000.0
60,30.0,1.0,40.0,86000.0
40,,,55.0,50000.0
57,35.0,1.0,40.0,82000.0
44,30.0,1.0,10.0,4000.0
48,155.0,1.0,57.0,42000.0
76,,,,9000.0
58,15.0,1.0,40.0,30000.0
52,,,,9300.0
78,,,,3900.0
38,,,40.0,80000.0
34,,,30.0,15600.0
51,,,,0.0
15,,,,2000.0
67,,,,6900.0
32,15.0,1.0,60.0,150000.0
46,,,,9300.0
65,,,,7900.0
36,5.0,1.0,40.0,48000.0
19,,,30.0,15000.0
8,,,,
21,5.0,,20.0,4800.0
3,,,,
57,,,,0.0
47,25.0,1.0,32.0,13500.0
30,15.0,1.0,40.0,45000.0
45,30.0,1.0,48.0,63000.0
29,20.0,,25.0,5000.0
13,,,,
29,20.0,,40.0,45400.0
66,,,,35300.0
72,,,6.0,38210.0
69,,,,9400.0
10,,,,
72,,,,76000.0
61,8.0,,30.0,25000.0
22,5.0,2.0,40.0,50000.0
11,,,,
74,,,,12000.0
18,10.0,1.0,20.0,9000.0
37,6.0,1.0,50.0,87000.0
87,,,,20000.0
58,,,,20000.0
15,,,,0.0
59,10.0,2.0,30.0,44000.0
39,,,40.0,25000.0
26,,,21.0,3000.0
68,15.0,2.0,36.0,43600.0
13,,,,
9,,,,
31,10.0,2.0,48.0,28600.0
72,,,,17520.0
32,15.0,1.0,40.0,76000.0
31,30.0,1.0,20.0,26000.0
10,,,,
5,,,,
11,,,,
57,45.0,1.0,40.0,112000.0
4,,,,
65,,,27.0,80080.0
72,,,,11500.0
57,15.0,1.0,24.0,26600.0
6,,,,
4,,,,
20,10.0,1.0,27.0,10800.0
27,15.0,1.0,40.0,20000.0
57,55.0,1.0,70.0,49700.0
71,,,12.0,31200.0
70,,,,47000.0
77,,,,38200.0
27,8.0,1.0,20.0,22000.0
12,,,,
40,10.0,1.0,40.0,59000.0
27,,,30.0,20000.0
8,,,,
39,15.0,1.0,40.0,49000.0
69,,,,30000.0
24,,,55.0,20600.0
67,,,,9700.0
32,5.0,1.0,42.0,70000.0
28,25.0,2.0,40.0,25000.0
44,25.0,1.0,40.0,117000.0
71,,,,6800.0
2,,,,
69,,,,41500.0
32,50.0,1.0,20.0,1200.0
68,,,40.0,48500.0
71,,,,19000.0
33,50.0,1.0,40.0,30000.0
34,5.0,1.0,30.0,24000.0
25,,,40.0,44800.0
15,,,,0.0
5,,,,
24,35.0,1.0,40.0,65000.0
23,40.0,1.0,40.0,30000.0
10,,,,
66,12.0,1.0,2.0,3800.0
32,,,50.0,30000.0
29,155.0,,40.0,53100.0
40,60.0,1.0,40.0,42000.0
48,45.0,2.0,40.0,107000.0
23,39.0,1.0,55.0,50000.0
54,27.0,1.0,40.0,25000.0
25,15.0,1.0,40.0,30500.0
22,,,,0.0
54,45.0,1.0,42.0,112000.0
38,,,,25000.0
60,25.0,1.0,40.0,38000.0
33,5.0,1.0,40.0,44000.0
65,,,,22800.0
27,15.0,1.0,30.0,34000.0
12,,,,
13,,,,
41,15.0,1.0,40.0,78000.0
84,,,,24100.0
38,30.0,1.0,38.0,64200.0
56,20.0,1.0,40.0,38000.0
34,,,3.0,1800.0
32,20.0,1.0,50.0,95000.0
33,15.0,1.0,40.0,75000.0
25,15.0,1.0,40.0,24000.0
72,,,,10400.0
85,,,,23300.0
58,,,39.0,30000.0
57,,,,19300.0
72,,,,88700.0
14,,,,
17,,,6.0,5000.0
69,,,,8700.0
11,,,,
66,,,,26700.0
78,,,,15600.0
77,,,,26300.0
76,,,,16800.0
10,,,,
23,20.0,,30.0,13000.0
38,10.0,1.0,60.0,30000.0
56,,,50.0,155000.0
30,15.0,1.0,35.0,15000.0
8,,,,
76,,,,2500.0
65,15.0,1.0,40.0,36000.0
33,30.0,,40.0,90000.0
31,,,,0.0
7,,,,
30,30.0,,45.0,50000.0
48,35.0,1.0,40.0,156000.0
50,,,,0.0
53,45.0,1.0,40.0,7800.0
30,10.0,2.0,32.0,12000.0
29,40.0,,30.0,22000.0
64,,,,21800.0
5,,,,
69,,,,17700.0
42,,,,0.0
61,,,8.0,48800.0
59,,,,0.0
61,30.0,1.0,50.0,123000.0
65,30.0,1.0,45.0,414000.0
29,,,,9000.0
51,,,45.0,90000.0
5,,,,
59,15.0,,25.0,10000.0
61,,,,27000.0
26,12.0,1.0,40.0,20000.0
10,,,,
40,,,8.0,24000.0
55,,,45.0,35800.0
1,,,,
39,45.0,1.0,52.0,100000.0
5,,,,
53,,,,0.0
58,,,20.0,3200.0
37,45.0,1.0,35.0,4000.0
16,,,8.0,200.0
65,,,,9800.0
20,,,,0.0
20,,,,0.0
14,,,,
54,15.0,5.0,32.0,70000.0
32,,,,14400.0
5,,,,
64,15.0,1.0,16.0,13600.0
81,,,,24000.0
62,,,,1900.0
86,,,,9500.0
24,15.0,,10.0,13000.0
6,,,,
61,12.0,1.0,70.0,4500.0
35,90.0,,40.0,45000.0
23,12.0,1.0,30.0,22000.0
71,,,,12200.0
58,2.0,1.0,40.0,47600.0
0,,,,
15,,,,0.0
65,15.0,1.0,40.0,136000.0
17,8.0,,30.0,8000.0
32,12.0,,50.0,43400.0
74,32.0,1.0,32.0,385000.0
11,,,,
27,,,40.0,3000.0
23,10.0,1.0,40.0,65000.0
40,40.0,1.0,45.0,75000.0
35,,,40.0,19200.0
75,,,,23000.0
62,45.0,1.0,40.0,79200.0
76,,,,19000.0
18,,,,1000.0
69,,,,59200.0
52,,,10.0,12000.0
6,,,,
79,,,,72300.0
6,,,,
36,10.0,1.0,40.0,54000.0
45,,,40.0,113000.0
7,,,,
72,,,,72400.0
78,,,,65100.0
20,,,,0.0
15,,,,2000.0
37,4.0,1.0,40.0,78000.0
46,,,,0.0
8,,,,
33,60.0,,40.0,58000.0
37,,,,0.0
1,,,,
27,12.0,1.0,42.0,44000.0
29,15.0,1.0,40.0,32000.0
2,,,,
46,10.0,1.0,50.0,55000.0
30,23.0,1.0,35.0,55000.0
61,,,,60000.0
52,20.0,1.0,40.0,85000.0
69,,,,14700.0
6,,,,
61,18.0,1.0,28.0,40000.0
49,20.0,1.0,40.0,102350.0
13,,,,
9,,,,
1,,,,
37,22.0,1.0,50.0,77200.0
67,,,40.0,120000.0
53,,,,0.0
52,30.0,1.0,49.0,186000.0
70,,,,60000.0
55,40.0,1.0,42.0,71200.0
15,,,,0.0
44,40.0,1.0,40.0,60000.0
45,40.0,1.0,55.0,100000.0
55,,,,12000.0
21,,,8.0,1200.0
50,10.0,2.0,80.0,80.0
61,,,,2400.0
71,,,,53800.0
71,12.0,1.0,27.0,116700.0
59,,,,270.0
14,,,,
80,,,,56700.0
27,,,40.0,3000.0
69,,,,0.0
31,10.0,1.0,40.0,20000.0
72,,,,8000.0
13,,,,
20,,,45.0,4500.0
43,,,40.0,75000.0
37,,,,0.0
64,,,,10800.0
30,20.0,1.0,40.0,85000.0
2,,,,
32,,,,0.0
30,20.0,1.0,40.0,44000.0
20,30.0,1.0,12.0,120.0
65,,,,14700.0
22,10.0,1.0,50.0,24000.0
37,,,40.0,60000.0
59,12.0,1.0,40.0,102750.0
71,,,,74100.0
37,,,,0.0
7,,,,
68,,,,64410.0
52,,,50.0,438000.0
72,,,,0.0
57,30.0,1.0,40.0,7600.0
19,5.0,1.0,20.0,16830.0
32,40.0,1.0,35.0,74000.0
61,20.0,1.0,40.0,48000.0
34,,,40.0,110020.0
66,,,,26000.0
3,,,,
39,60.0,2.0,40.0,20000.0
82,,,,22000.0
17,,,,0.0
68,,,,11400.0
1,,,,
21,10.0,1.0,20.0,10000.0
40,45.0,2.0,40.0,24000.0
25,,,40.0,1000.0
36,10.0,1.0,45.0,35000.0
42,,,,0.0
12,,,,
44,30.0,1.0,10.0,7300.0
28,,,50.0,19300.0
47,3.0,1.0,28.0,22000.0
3,,,,
10,,,,
31,,,,0.0
11,,,,
68,,,,24600.0
4,,,,
29,45.0,1.0,55.0,37000.0
48,25.0,1.0,35.0,17000.0
39,30.0,1.0,40.0,45000.0
69,,,,33000.0
8,,,,
76,,,,43300.0
35,30.0,,35.0,65100.0
19,,,,0.0
30,10.0,1.0,32.0,22000.0
71,21.0,1.0,40.0,197100.0
56,15.0,1.0,40.0,32000.0
30,30.0,1.0,45.0,120000.0
24,20.0,,35.0,13000.0
89,,,,9500.0
31,8.0,1.0,35.0,19000.0
6,,,,
40,,,,0.0
10,,,,
5,,,,
36,4.0,,40.0,51000.0
39,,,20.0,5000.0
48,15.0,2.0,40.0,70000.0
3,,,,
49,6.0,1.0,40.0,49000.0
12,,,,
87,,,,49500.0
10,,,,
19,,,30.0,7300.0
70,,,,15000.0
65,,,,12000.0
37,,,,9100.0
6,,,,
42,30.0,1.0,60.0,150000.0
17,,,,0.0
46,30.0,,40.0,93000.0
2,,,,
40,,,,2400.0
70,,,4.0,75000.0
75,,,40.0,86800.0
77,,,,600.0
5,,,,
22,20.0,1.0,30.0,1000.0
79,,,,17700.0
17,,,,0.0
59,15.0,1.0,40.0,52000.0
63,,,,0.0
69,,,,88500.0
17,,,,0.0
34,45.0,,30.0,25000.0
2,,,,
15,,,,0.0
83,,,,81200.0
38,25.0,1.0,40.0,38500.0
58,,,40.0,30000.0
40,50.0,2.0,40.0,40000.0
36,40.0,,40.0,72000.0
27,20.0,2.0,40.0,24800.0
32,,,,0.0
4,,,,
51,30.0,2.0,48.0,90000.0
56,40.0,,35.0,30000.0
45,30.0,6.0,44.0,22000.0
27,20.0,1.0,40.0,55000.0
64,7.0,1.0,20.0,21020.0
23,15.0,1.0,8.0,2000.0
66,,,8.0,80200.0
1,,,,
73,,,,3000.0
67,,,,124900.0
31,,,,0.0
12,,,,
50,30.0,1.0,35.0,176100.0
49,5.0,1.0,26.0,34520.0
70,,,,21000.0
71,,,,58500.0
81,,,,21300.0
2,,,,
67,,,,48600.0
67,15.0,1.0,40.0,51000.0
46,45.0,1.0,40.0,40000.0
14,,,,
84,,,,15000.0
18,,,,0.0
63,30.0,1.0,50.0,20500.0
45,15.0,1.0,38.0,20000.0
26,,,,0.0
1,,,,
66,,,,20530.0
41,,,60.0,40000.0
9,,,,
4,,,,
35,,,50.0,46000.0
2,,,,
27,,,40.0,7700.0
59,,,,0.0
65,60.0,1.0,40.0,60000.0
30,40.0,1.0,40.0,100000.0
57,20.0,1.0,55.0,120000.0
61,,,,100.0
62,10.0,1.0,40.0,74500.0
16,15.0,1.0,16.0,1200.0
19,,,8.0,900.0
51,25.0,1.0,40.0,96600.0
70,,,,9600.0
52,15.0,1.0,40.0,75000.0
48,45.0,1.0,40.0,50000.0
53,,,40.0,28000.0
82,10.0,2.0,50.0,37000.0
42,30.0,1.0,36.0,66800.0
55,,,,0.0
34,40.0,,50.0,414000.0
41,,,45.0,100000.0
21,,,,0.0
25,35.0,2.0,45.0,60000.0
65,,,,18500.0
57,45.0,1.0,40.0,58000.0
67,,,,48000.0
45,20.0,1.0,50.0,125000.0
5,,,,
59,5.0,1.0,40.0,42000.0
60,10.0,1.0,30.0,60000.0
24,5.0,3.0,40.0,43000.0
32,,,30.0,9000.0
39,60.0,1.0,40.0,56000.0
10,,,,
84,,,,55750.0
26,10.0,2.0,42.0,46000.0
5,,,,
70,,,,34700.0
19,,,,0.0
71,,,,13200.0
6,,,,
30,20.0,1.0,37.0,80000.0
61,15.0,1.0,60.0,285000.0
39,,,,0.0
61,,,,14000.0
4,,,,
48,5.0,1.0,40.0,72000.0
3,,,,
20,,,,0.0
69,,,,46400.0
63,20.0,1.0,40.0,44070.0
58,45.0,,40.0,47000.0
11,,,,
77,,,,66100.0
57,20.0,1.0,40.0,45000.0
25,5.0,3.0,40.0,60000.0
20,30.0,1.0,40.0,70000.0
52,20.0,1.0,40.0,54000.0
4,,,,
30,,,40.0,14700.0
48,15.0,1.0,45.0,28000.0
1,,,,
43,30.0,1.0,40.0,45000.0
10,,,,
90,,,,12700.0
11,,,,
8,,,,
81,,,,17500.0
50,10.0,1.0,50.0,72000.0
8,,,,
69,,,,39670.0
2,,,,
63,,,,29000.0
62,20.0,1.0,44.0,39300.0
56,,,40.0,99500.0
78,45.0,1.0,32.0,34300.0
50,15.0,1.0,50.0,414000.0
38,10.0,1.0,42.0,70000.0
42,10.0,1.0,40.0,85000.0
47,30.0,1.0,40.0,36000.0
95,,,,0.0
64,,,,13500.0
79,,,,33500.0
74,,,,10800.0
14,,,,
35,10.0,1.0,35.0,12000.0
28,15.0,1.0,32.0,20500.0
45,15.0,1.0,42.0,60000.0
69,,,,9500.0
38,25.0,1.0,45.0,127000.0
19,,,,0.0
8,,,,
5,,,,
42,,,,3600.0
87,,,,12000.0
43,10.0,,8.0,6000.0
29,15.0,1.0,16.0,14000.0
21,15.0,1.0,40.0,9400.0
39,20.0,1.0,40.0,80000.0
84,,,,28000.0
4,,,,
81,,,,16500.0
90,,,,155800.0
19,,,30.0,12000.0
15,,,,1400.0
32,60.0,1.0,40.0,48900.0
16,,,,0.0
49,10.0,1.0,40.0,20000.0
13,,,,
0,,,,
45,,,,12200.0
33,40.0,1.0,40.0,72000.0
63,50.0,,40.0,60050.0
7,,,,
44,10.0,1.0,30.0,28000.0
27,15.0,1.0,40.0,43000.0
84,,,,14400.0
50,20.0,,40.0,19500.0
61,15.0,1.0,40.0,21000.0
13,,,,
16,,,,0.0
61,,,,15600.0
2,,,,
39,30.0,2.0,40.0,55000.0
42,,,,0.0
16,6.0,1.0,12.0,700.0
59,,,99.0,77000.0
11,,,,
50,10.0,1.0,40.0,75200.0
87,,,,146600.0
61,5.0,1.0,32.0,67000.0
37,15.0,1.0,37.0,43500.0
20,,,40.0,3000.0
61,,,,0.0
54,,,40.0,50000.0
51,5.0,,50.0,36000.0
34,20.0,1.0,50.0,34000.0
11,,,,
79,,,,60800.0
66,,,,31200.0
69,,,,22700.0
58,155.0,1.0,50.0,100000.0
75,,,,50000.0
61,,,40.0,32000.0
47,,,,0.0
18,,,15.0,4700.0
47,,,,17500.0
63,15.0,2.0,16.0,6900.0
78,,,,32950.0
4,,,,
66,,,,16800.0
66,40.0,1.0,30.0,25000.0
18,,,,0.0
65,,,,10200.0
38,45.0,1.0,10.0,92500.0
25,,,,0.0
6,,,,
55,35.0,1.0,40.0,252000.0
56,,,,13700.0
81,,,,31600.0
23,,,,0.0
9,,,,
54,16.0,1.0,40.0,30000.0
39,10.0,1.0,38.0,27900.0
33,7.0,1.0,40.0,111600.0
6,,,,
70,,,,26000.0
12,,,,
45,,,40.0,3700.0
40,20.0,1.0,40.0,80000.0
39,35.0,1.0,40.0,52000.0
52,20.0,1.0,40.0,214000.0
2,,,,
72,,,,11000.0
70,,,,0.0
11,,,,
52,,,,0.0
39,,,38.0,40790.0
56,47.0,1.0,40.0,53000.0
18,,,,0.0
56,10.0,1.0,10.0,96000.0
65,,,,50900.0
16,,,,0.0
20,,,,6000.0
5,,,,
48,20.0,1.0,30.0,80000.0
58,,,,22800.0
25,,,37.0,1000.0
36,155.0,1.0,40.0,110050.0
77,,,,34600.0
61,,,,18400.0
75,,,,24700.0
27,,,,0.0
11,,,,
73,,,,8800.0
18,,,,5000.0
4,,,,
64,45.0,1.0,5.0,12600.0
66,25.0,1.0,40.0,34700.0
49,,,,12000.0
60,,,,-1100.0
47,,,50.0,60000.0
66,,,,45100.0
17,,,,0.0
2,,,,
58,60.0,,60.0,30000.0
31,,,25.0,19000.0
62,,,,1300.0
50,30.0,2.0,40.0,100000.0
1,,,,
60,30.0,1.0,6.0,12900.0
38,15.0,1.0,40.0,70000.0
24,8.0,1.0,40.0,80000.0
55,17.0,1.0,45.0,132000.0
31,30.0,1.0,40.0,60000.0
21,20.0,1.0,40.0,8000.0
58,,,,0.0
66,,,20.0,86000.0
65,,,24.0,16600.0
64,30.0,1.0,20.0,16150.0
30,,,,-1100.0
74,,,,80900.0
72,,,60.0,59000.0
18,,,,0.0
50,,,16.0,19900.0
76,5.0,1.0,20.0,96400.0
82,10.0,1.0,10.0,22000.0
16,,,,0.0
23,2.0,,40.0,25000.0
44,,,,17100.0
1,,,,
37,10.0,1.0,50.0,46000.0
29,17.0,1.0,20.0,12500.0
38,10.0,2.0,35.0,35000.0
39,30.0,1.0,45.0,60000.0
23,45.0,1.0,30.0,36000.0
68,,,80.0,256704.0
67,,,8.0,5900.0
42,45.0,1.0,40.0,77000.0
20,,,40.0,24800.0
44,,,,0.0
10,,,,
25,,,40.0,20000.0
17,,,,0.0
9,,,,
65,,,20.0,7080.0
8,,,,
44,,,25.0,40000.0
50,20.0,1.0,55.0,60000.0
48,5.0,1.0,50.0,72000.0
15,,,,0.0
68,,,,12000.0
17,10.0,2.0,18.0,2700.0
17,,,,0.0
65,30.0,1.0,40.0,180000.0
66,,,,78100.0
10,,,,
19,,,50.0,10200.0
78,,,,15000.0
11,,,,
43,,,,0.0
26,10.0,,38.0,28000.0
41,,,10.0,10000.0
43,5.0,1.0,50.0,55000.0
50,15.0,1.0,28.0,86000.0
45,,,40.0,11000.0
63,,,,0.0
59,15.0,1.0,40.0,30000.0
71,5.0,1.0,40.0,86000.0
39,,,,0.0
1,,,,
25,5.0,1.0,40.0,24500.0
49,,,40.0,97000.0
9,,,,
42,12.0,1.0,30.0,56000.0
70,15.0,1.0,40.0,36000.0
48,,,,0.0
29,25.0,2.0,42.0,30000.0
37,10.0,1.0,50.0,32000.0
26,15.0,1.0,40.0,20600.0
78,,,,35200.0
64,,,,10900.0
70,,,,27600.0
65,,,,32800.0
31,30.0,1.0,52.0,110000.0
41,30.0,1.0,40.0,88800.0
59,10.0,1.0,20.0,6300.0
50,,,,5000.0
51,5.0,1.0,40.0,26000.0
47,,,,0.0
9,,,,
15,,,,0.0
59,,,,19000.0
73,,,,13300.0
78,,,,39300.0
33,,,,0.0
79,,,,27400.0
45,10.0,1.0,10.0,3000.0
64,,,,0.0
84,,,,21600.0
8,,,,
38,,,40.0,55000.0
1,,,,
48,10.0,1.0,19.0,10500.0
36,,,,3000.0
61,60.0,1.0,12.0,14500.0
25,,,,0.0
49,,,40.0,50000.0
70,,,,13200.0
19,15.0,1.0,40.0,5500.0
55,,,,0.0
69,,,,39000.0
67,,,,11770.0
72,,,,14300.0
51,,,5.0,1500.0
30,10.0,1.0,36.0,75000.0
30,10.0,2.0,40.0,22000.0
22,,,35.0,26100.0
7,,,,
28,,,,9600.0
22,25.0,1.0,40.0,15000.0
57,,,,9000.0
22,30.0,1.0,40.0,12000.0
63,10.0,1.0,40.0,42000.0
50,155.0,1.0,40.0,41000.0
34,30.0,1.0,25.0,15000.0
33,10.0,1.0,50.0,62040.0
61,35.0,1.0,35.0,19800.0
33,8.0,1.0,40.0,34000.0
74,,,,13600.0
19,,,,0.0
41,5.0,1.0,30.0,19400.0
55,10.0,,15.0,14000.0
36,60.0,1.0,35.0,60000.0
35,5.0,1.0,40.0,24000.0
62,,,25.0,25680.0
79,,,,0.0
34,,,,0.0
65,,,,1200.0
15,,,,0.0
19,,,30.0,12000.0
58,,,,1500.0
67,,,,1700.0
20,,,40.0,1000.0
0,,,,
36,15.0,2.0,50.0,45000.0
10,,,,
34,,,,0.0
82,,,,52200.0
61,7.0,1.0,40.0,90000.0
48,15.0,1.0,35.0,100000.0
7,,,,
29,15.0,1.0,40.0,22600.0
54,,,40.0,70000.0
28,15.0,1.0,40.0,51000.0
86,,,,11800.0
45,7.0,1.0,45.0,78000.0
70,,,,53600.0
49,35.0,5.0,60.0,49100.0
71,,,,27900.0
75,,,,12800.0
3,,,,
11,,,,
7,,,,
59,20.0,1.0,40.0,39000.0
28,12.0,1.0,60.0,42000.0
56,10.0,1.0,40.0,24100.0
64,,,,0.0
27,20.0,2.0,40.0,36000.0
49,15.0,1.0,43.0,28000.0
