AgeInYears,TravelTimeToWorkInMinutes,NumberOfPeopleInCarpool,HoursWorkedWeeklyInPastYear,TotalIncomeInDollars
62,60.0,,42.0,79610.0
21,15.0,1.0,40.0,21000.0
54,45.0,1.0,36.0,1300.0
50,10.0,1.0,30.0,100600.0
33,2.0,,80.0,82600.0
29,,,40.0,2900.0
13,,,,
28,5.0,1.0,40.0,25000.0
70,,,,60000.0
6,,,,
29,5.0,2.0,38.0,58200.0
71,,,,17100.0
21,,,,7800.0
7,,,,
28,,,50.0,73600.0
69,55.0,1.0,38.0,112400.0
4,,,,
44,15.0,4.0,40.0,42100.0
65,,,,21000.0
92,,,,10600.0
65,,,,9800.0
54,10.0,,37.0,51600.0
68,,,,4900.0
17,,,,1600.0
29,,,80.0,17000.0
8,,,,
18,,,,0.0
9,,,,
28,45.0,1.0,60.0,56000.0
58,,,40.0,51600.0
62,7.0,1.0,40.0,28000.0
40,45.0,1.0,40.0,70600.0
62,,,,47500.0
30,15.0,1.0,25.0,22200.0
30,5.0,,40.0,800.0
36,15.0,1.0,40.0,41600.0
68,,,,23800.0
83,,,,212000.0
52,5.0,1.0,40.0,75000.0
13,,,,
1,,,,
30,15.0,1.0,40.0,66000.0
51,15.0,1.0,20.0,42100.0
39,,,22.0,40400.0
54,,,,0.0
29,10.0,1.0,10.0,560.0
16,,,,1900.0
52,10.0,2.0,40.0,54400.0
57,,,,0.0
60,3.0,,5.0,7400.0
92,,,,55800.0
61,,,,1600.0
40,60.0,1.0,60.0,91600.0
33,,,,14510.0
22,20.0,1.0,40.0,40000.0
14,,,,
49,15.0,1.0,45.0,103000.0
51,,,,1600.0
22,5.0,,84.0,23900.0
44,7.0,1.0,40.0,86700.0
61,,,,1600.0
61,,,40.0,12100.0
28,10.0,,20.0,35600.0
53,5.0,1.0,70.0,120600.0
59,15.0,1.0,40.0,31900.0
59,40.0,1.0,40.0,102000.0
3,,,,
37,1.0,,40.0,61600.0
49,42.0,1.0,45.0,51500.0
51,,,,5000.0
59,,,,1100.0
60,2.0,,40.0,49000.0
32,20.0,1.0,50.0,33800.0
38,8.0,1.0,32.0,27000.0
39,2.0,,56.0,20200.0
57,20.0,1.0,50.0,15800.0
21,,,,1600.0
24,3.0,2.0,54.0,20000.0
75,,,,21600.0
8,,,,
3,,,,
57,18.0,1.0,39.0,117100.0
39,15.0,1.0,75.0,55000.0
27,8.0,1.0,90.0,43000.0
33,7.0,1.0,40.0,91000.0
3,,,,
28,5.0,,84.0,25000.0
60,,,,2700.0
44,75.0,1.0,70.0,71600.0
10,,,,
62,,,60.0,191000.0
13,,,,
75,,,,45100.0
34,2.0,,40.0,24000.0
32,,,,0.0
7,,,,
4,,,,
68,,,,16840.0
19,5.0,,10.0,3100.0
7,,,,
71,,,,11200.0
15,,,,1600.0
25,5.0,,54.0,29800.0
32,3.0,1.0,40.0,47000.0
33,7.0,1.0,12.0,11000.0
59,,,,48000.0
9,,,,
13,,,,
42,,,42.0,30000.0
13,,,,
7,,,,
16,,,,0.0
35,10.0,,16.0,13600.0
2,,,,
58,90.0,1.0,30.0,41000.0
68,,,70.0,208800.0
79,25.0,1.0,14.0,84700.0
22,,,,0.0
19,,,,0.0
48,2.0,,70.0,151600.0
75,,,,156200.0
36,,,,9800.0
47,10.0,,20.0,19500.0
25,5.0,2.0,40.0,30000.0
12,,,,
35,,,,1880.0
36,30.0,1.0,37.0,68000.0
9,,,,
36,,,40.0,30000.0
12,,,,
49,5.0,1.0,40.0,86000.0
48,2.0,1.0,40.0,84000.0
2,,,,
3,,,,
78,,,,45400.0
28,,,40.0,30900.0
67,,,30.0,6800.0
8,,,,
1,,,,
19,10.0,2.0,40.0,1300.0
3,,,,
11,,,,
16,,,,3600.0
60,,,,1600.0
38,25.0,1.0,40.0,42000.0
41,10.0,2.0,40.0,110000.0
61,,,,1200.0
63,15.0,1.0,40.0,80000.0
56,5.0,1.0,40.0,58000.0
56,,,,5200.0
44,25.0,1.0,40.0,225800.0
5,,,,
58,3.0,,15.0,22600.0
77,,,,40350.0
70,,,,16400.0
26,5.0,1.0,99.0,51600.0
53,25.0,1.0,40.0,73600.0
43,,,40.0,22600.0
68,,,12.0,108700.0
82,,,,22600.0
32,,,,4370.0
18,20.0,1.0,15.0,3000.0
21,,,40.0,3100.0
58,,,20.0,26600.0
5,,,,
54,2.0,1.0,40.0,49800.0
3,,,,
6,,,,
21,3.0,,35.0,12400.0
30,,,99.0,19800.0
39,,,,3400.0
63,,,,1600.0
20,,,20.0,4300.0
78,,,,30100.0
68,15.0,1.0,8.0,42650.0
48,12.0,,30.0,7760.0
66,,,,5300.0
28,5.0,,84.0,26600.0
50,45.0,1.0,36.0,66600.0
19,10.0,1.0,40.0,25000.0
28,30.0,1.0,30.0,13600.0
56,10.0,1.0,40.0,27200.0
72,,,,14900.0
17,,,,1600.0
63,15.0,1.0,37.0,22500.0
25,10.0,1.0,42.0,32200.0
12,,,,
58,25.0,1.0,8.0,41300.0
15,,,,1600.0
39,8.0,1.0,50.0,50000.0
13,,,,
19,10.0,2.0,40.0,24000.0
62,,,,1800.0
56,,,50.0,16000.0
9,,,,
62,,,8.0,7500.0
28,10.0,1.0,75.0,35500.0
67,50.0,1.0,40.0,71000.0
25,,,40.0,19800.0
37,,,,1660.0
60,60.0,1.0,40.0,86600.0
38,15.0,1.0,40.0,78700.0
28,3.0,1.0,45.0,76600.0
35,200.0,2.0,56.0,78250.0
55,,,,1600.0
18,,,99.0,9100.0
49,7.0,1.0,50.0,65000.0
64,28.0,1.0,40.0,44000.0
16,,,30.0,2400.0
22,,,,1600.0
69,,,40.0,56700.0
70,,,,9600.0
37,15.0,1.0,40.0,75000.0
49,10.0,1.0,84.0,102000.0
72,,,40.0,46200.0
7,,,,
8,,,,
63,,,,23550.0
70,,,,34500.0
73,111.0,1.0,96.0,59800.0
11,,,,
19,,,,2200.0
37,30.0,2.0,40.0,25000.0
36,,,,0.0
28,20.0,1.0,40.0,25000.0
64,1.0,1.0,6.0,86000.0
83,,,,17600.0
10,,,,
92,,,,14980.0
16,,,99.0,7800.0
40,5.0,2.0,45.0,59200.0
79,,,,104500.0
26,25.0,1.0,40.0,55600.0
31,30.0,1.0,40.0,77800.0
65,6.0,1.0,30.0,22800.0
57,5.0,,84.0,62000.0
46,,,,23100.0
5,,,,
36,15.0,1.0,38.0,80000.0
22,,,10.0,4000.0
62,,,,12100.0
26,30.0,1.0,25.0,37300.0
27,2.0,,40.0,52700.0
7,,,,
55,,,,1200.0
10,,,,
66,,,,6700.0
76,,,,29600.0
56,40.0,1.0,40.0,55000.0
3,,,,
32,5.0,1.0,60.0,56000.0
71,,,,11400.0
14,,,,
38,,,30.0,13700.0
35,5.0,,24.0,12800.0
36,,,,1300.0
22,,,10.0,4000.0
40,15.0,1.0,50.0,186000.0
64,,,80.0,19900.0
82,,,,29050.0
14,,,,
59,13.0,1.0,45.0,50000.0
2,,,,
14,,,,
15,,,,2290.0
46,15.0,1.0,40.0,151600.0
9,,,,
58,5.0,1.0,48.0,96000.0
55,5.0,4.0,84.0,348000.0
25,15.0,1.0,45.0,30000.0
55,15.0,1.0,40.0,65000.0
33,3.0,1.0,70.0,100000.0
67,,,,15500.0
47,15.0,1.0,24.0,30000.0
3,,,,
53,2.0,1.0,4.0,16000.0
27,25.0,1.0,40.0,27000.0
8,,,,
85,,,,100500.0
34,5.0,1.0,40.0,40000.0
70,,,,40800.0
59,5.0,,84.0,62400.0
16,,,,13120.0
35,8.0,,40.0,71000.0
63,20.0,1.0,24.0,28300.0
4,,,,
14,,,,
3,,,,
59,5.0,,60.0,84600.0
6,,,,
71,,,,35100.0
0,,,,
44,,,,25340.0
46,,,60.0,30000.0
46,12.0,1.0,60.0,91800.0
48,12.0,,80.0,80000.0
57,5.0,,84.0,170000.0
37,,,,0.0
16,,,,0.0
62,,,,7600.0
78,,,6.0,43800.0
23,15.0,2.0,40.0,23600.0
83,10.0,1.0,30.0,132700.0
25,15.0,1.0,40.0,40000.0
7,,,,
15,,,,12000.0
65,5.0,1.0,40.0,71200.0
59,,,,6400.0
13,,,,
55,,,,12800.0
64,,,,2000.0
1,,,,
29,20.0,1.0,50.0,121600.0
39,55.0,2.0,40.0,70000.0
58,5.0,1.0,40.0,195600.0
9,,,,
67,15.0,1.0,30.0,57200.0
32,10.0,,34.0,33600.0
7,,,,
60,,,,2100.0
55,,,,0.0
16,,,,1600.0
62,,,40.0,75000.0
87,,,,69300.0
36,,,,3300.0
52,15.0,1.0,40.0,87600.0
67,,,,11130.0
14,,,,
72,,,,11200.0
37,15.0,,40.0,12600.0
62,2.0,1.0,40.0,39600.0
26,35.0,1.0,90.0,32000.0
25,15.0,1.0,40.0,40700.0
26,5.0,1.0,40.0,51000.0
42,,,37.0,32000.0
15,,,,1600.0
18,,,,2200.0
80,,,,38600.0
20,,,25.0,3000.0
35,5.0,,84.0,136000.0
14,,,,
37,15.0,1.0,40.0,56600.0
73,,,,28100.0
66,15.0,2.0,40.0,85600.0
26,1.0,,10.0,8200.0
69,6.0,1.0,40.0,77900.0
71,,,,43600.0
8,,,,
63,,,30.0,81200.0
33,2.0,,24.0,5100.0
39,,,,1600.0
6,,,,
38,,,4.0,680.0
38,,,,3600.0
65,,,,0.0
9,,,,
72,,,,25700.0
79,,,,13700.0
47,30.0,1.0,84.0,55000.0
0,,,,
26,1.0,1.0,40.0,16600.0
79,,,,17000.0
24,15.0,1.0,35.0,5200.0
37,60.0,1.0,40.0,150000.0
60,,,40.0,90000.0
35,,,,0.0
3,,,,
69,15.0,1.0,30.0,91000.0
55,,,,10200.0
56,,,,29200.0
4,,,,
54,18.0,1.0,24.0,50150.0
62,5.0,,84.0,163000.0
24,,,80.0,8840.0
63,,,,1600.0
77,,,,37200.0
8,,,,
80,,,,3400.0
56,,,,2950.0
52,,,,1600.0
24,30.0,,38.0,35600.0
60,,,,12700.0
44,15.0,,40.0,145000.0
78,,,,58900.0
26,2.0,,35.0,11600.0
54,,,4.0,15400.0
19,,,,1600.0
63,10.0,,40.0,63000.0
16,5.0,1.0,10.0,8300.0
3,,,,
64,5.0,,20.0,23200.0
47,70.0,1.0,45.0,111600.0
44,1.0,2.0,80.0,15700.0
28,5.0,2.0,40.0,60100.0
66,15.0,1.0,45.0,100000.0
11,,,,
57,25.0,3.0,45.0,88600.0
19,5.0,,40.0,44600.0
87,,,,43000.0
68,,,35.0,84400.0
56,1.0,1.0,99.0,22000.0
30,5.0,,35.0,46600.0
18,,,,0.0
62,,,,0.0
26,15.0,2.0,37.0,43200.0
2,,,,
38,5.0,,84.0,111600.0
66,,,,77000.0
63,,,,3300.0
57,10.0,1.0,40.0,105000.0
62,,,,0.0
38,3.0,1.0,48.0,37600.0
69,6.0,2.0,40.0,65000.0
71,,,40.0,203700.0
9,,,,
70,,,,18700.0
31,,,,27000.0
3,,,,
11,,,,
32,60.0,1.0,40.0,50000.0
48,25.0,1.0,55.0,111100.0
55,,,,0.0
2,,,,
37,,,,0.0
23,15.0,1.0,60.0,12800.0
15,,,,1600.0
24,,,40.0,5700.0
11,,,,
62,,,,890.0
81,,,,0.0
2,,,,
4,,,,
7,,,,
50,3.0,1.0,70.0,121600.0
27,25.0,1.0,40.0,86600.0
32,5.0,,45.0,120000.0
61,15.0,1.0,37.0,65000.0
15,,,,5600.0
33,50.0,1.0,37.0,30000.0
36,,,,1000.0
49,55.0,1.0,50.0,125000.0
58,,,94.0,141600.0
38,,,24.0,1840.0
3,,,,
6,,,,
41,,,,1700.0
86,,,,18200.0
61,2.0,,70.0,2500.0
4,,,,
55,15.0,,15.0,32800.0
35,,,99.0,30000.0
4,,,,
65,,,,30600.0
42,,,,1600.0
68,,,,45600.0
1,,,,
31,60.0,1.0,50.0,20000.0
49,15.0,2.0,40.0,50000.0
58,,,80.0,48100.0
30,,,40.0,2000.0
29,1.0,1.0,40.0,11200.0
1,,,,
18,5.0,1.0,10.0,8370.0
13,,,,
48,20.0,1.0,38.0,50800.0
44,45.0,1.0,50.0,141600.0
39,12.0,1.0,40.0,30000.0
49,15.0,1.0,20.0,19500.0
36,15.0,1.0,23.0,19600.0
11,,,,
61,,,,38300.0
66,,,30.0,23600.0
41,4.0,1.0,40.0,10000.0
25,,,40.0,26600.0
16,,,,0.0
19,10.0,1.0,32.0,8100.0
51,5.0,,84.0,54600.0
1,,,,
26,60.0,,20.0,34600.0
66,,,,7000.0
28,,,,0.0
53,10.0,1.0,37.0,51600.0
57,35.0,1.0,55.0,345000.0
39,10.0,1.0,70.0,407000.0
12,,,,
44,5.0,,84.0,96000.0
28,,,50.0,10000.0
20,15.0,1.0,40.0,6880.0
6,,,,
49,15.0,1.0,40.0,221000.0
34,5.0,1.0,45.0,56600.0
20,,,30.0,3100.0
18,,,,0.0
72,20.0,1.0,6.0,280200.0
73,30.0,1.0,40.0,85500.0
30,,,96.0,11000.0
50,3.0,,35.0,8200.0
27,,,,0.0
58,,,,1600.0
46,,,40.0,110000.0
76,,,,18520.0
53,25.0,1.0,38.0,48600.0
24,5.0,1.0,99.0,62570.0
80,,,,59300.0
7,,,,
13,,,,
14,,,,
4,,,,
59,60.0,4.0,80.0,65000.0
57,,,,43000.0
79,,,,73400.0
79,,,,15200.0
54,10.0,1.0,50.0,76000.0
63,4.0,,40.0,67100.0
74,,,,11500.0
75,,,,61600.0
65,,,,4800.0
51,,,96.0,88500.0
47,10.0,1.0,22.0,42000.0
61,8.0,1.0,38.0,91900.0
19,,,,1900.0
53,,,50.0,14160.0
61,,,,12650.0
43,5.0,,84.0,54600.0
31,,,,1600.0
34,,,50.0,27300.0
36,20.0,1.0,42.0,84000.0
18,5.0,1.0,35.0,10000.0
5,,,,
26,,,40.0,3710.0
55,,,,9000.0
21,10.0,1.0,20.0,10000.0
49,8.0,3.0,40.0,117000.0
29,18.0,1.0,40.0,19550.0
12,,,,
71,,,,42700.0
37,15.0,2.0,40.0,7800.0
17,,,,7600.0
62,,,,58800.0
2,,,,
38,5.0,1.0,40.0,92000.0
68,,,,16300.0
61,,,,9000.0
50,15.0,,35.0,35300.0
49,20.0,1.0,45.0,107000.0
30,,,45.0,51600.0
12,,,,
38,,,,0.0
14,,,,
21,10.0,1.0,40.0,14000.0
49,5.0,1.0,50.0,60000.0
67,,,,24500.0
56,20.0,1.0,30.0,27400.0
38,10.0,,55.0,90000.0
22,3.0,,10.0,6000.0
11,,,,
29,15.0,1.0,40.0,95000.0
0,,,,
6,,,,
25,,,40.0,13000.0
13,,,,
25,2.0,,40.0,41600.0
16,,,,0.0
36,,,40.0,35000.0
48,15.0,3.0,25.0,22800.0
85,,,,343500.0
12,,,,
64,,,,6800.0
11,,,,
50,38.0,1.0,42.0,113000.0
6,,,,
6,,,,
59,,,,1600.0
50,60.0,1.0,40.0,360000.0
59,,,,13600.0
67,,,,22000.0
3,,,,
15,,,,2700.0
65,20.0,1.0,40.0,49000.0
52,,,84.0,13100.0
52,20.0,1.0,45.0,538000.0
53,,,27.0,20900.0
12,,,,
62,,,40.0,16600.0
37,5.0,1.0,50.0,43000.0
7,,,,
76,,,,16340.0
51,10.0,1.0,40.0,44000.0
80,,,,35900.0
54,3.0,,78.0,27500.0
59,20.0,1.0,40.0,28180.0
9,,,,
38,3.0,1.0,40.0,64000.0
23,10.0,1.0,40.0,29200.0
74,,,,35400.0
43,25.0,1.0,24.0,25600.0
42,5.0,,15.0,25000.0
18,,,,1600.0
39,7.0,1.0,30.0,13000.0
19,,,20.0,3240.0
30,,,,2400.0
50,,,50.0,200000.0
30,,,45.0,51600.0
57,2.0,,34.0,121900.0
0,,,,
44,15.0,1.0,33.0,22000.0
21,,,,0.0
54,,,,1100.0
22,,,10.0,4000.0
57,,,,25300.0
36,60.0,3.0,50.0,199000.0
50,10.0,1.0,5.0,65000.0
36,2.0,,40.0,59500.0
4,,,,
9,,,,
18,5.0,2.0,30.0,25000.0
32,30.0,1.0,50.0,167000.0
34,20.0,1.0,50.0,40600.0
30,,,,1990.0
18,5.0,,38.0,17600.0
50,15.0,1.0,50.0,75200.0
0,,,,
34,10.0,1.0,30.0,16000.0
71,20.0,1.0,50.0,75000.0
62,,,,1100.0
10,,,,
4,,,,
22,1.0,,40.0,53000.0
32,8.0,1.0,30.0,12400.0
55,,,,2400.0
36,30.0,1.0,50.0,60000.0
24,20.0,1.0,16.0,20000.0
47,5.0,,84.0,128000.0
36,10.0,6.0,96.0,21600.0
46,,,,1600.0
25,30.0,1.0,50.0,74500.0
28,15.0,1.0,30.0,30000.0
76,,,,10300.0
62,,,99.0,34900.0
55,3.0,,42.0,22200.0
9,,,,
61,10.0,1.0,35.0,32700.0
70,5.0,1.0,65.0,66800.0
11,,,,
50,70.0,1.0,50.0,101600.0
5,,,,
27,15.0,1.0,40.0,25000.0
69,,,,11760.0
5,,,,
0,,,,
32,,,,0.0
44,5.0,1.0,40.0,112600.0
33,35.0,1.0,36.0,78000.0
35,30.0,3.0,50.0,75000.0
27,,,,1700.0
19,5.0,1.0,40.0,28500.0
23,40.0,2.0,99.0,50000.0
65,15.0,1.0,37.0,95000.0
16,,,20.0,2400.0
1,,,,
5,,,,
34,,,8.0,1200.0
36,50.0,1.0,30.0,16400.0
60,,,,70000.0
62,10.0,1.0,36.0,89000.0
43,45.0,1.0,40.0,43600.0
38,10.0,1.0,40.0,46600.0
33,10.0,1.0,40.0,56200.0
32,2.0,1.0,15.0,5000.0
2,,,,
5,,,,
10,,,,
38,,,30.0,36600.0
1,,,,
25,3.0,3.0,35.0,27100.0
36,25.0,1.0,50.0,83400.0
22,10.0,1.0,20.0,23600.0
7,,,,
14,,,,
12,,,,
77,,,,18610.0
15,,,,2200.0
0,,,,
41,14.0,,75.0,30200.0
7,,,,
63,,,,12070.0
16,,,10.0,2000.0
63,10.0,1.0,37.0,57000.0
42,,,4.0,2080.0
11,,,,
18,,,,890.0
35,,,20.0,23700.0
9,,,,
19,,,30.0,8000.0
65,60.0,1.0,40.0,28000.0
63,,,24.0,10600.0
69,,,,39300.0
80,15.0,1.0,8.0,23400.0
21,1.0,,50.0,10000.0
54,20.0,1.0,40.0,97000.0
60,,,,6400.0
61,5.0,,84.0,17000.0
25,18.0,1.0,40.0,36000.0
26,,,48.0,24000.0
46,20.0,1.0,45.0,72000.0
18,,,,6600.0
29,30.0,1.0,50.0,72500.0
25,,,,0.0
14,,,,
17,,,,1600.0
9,,,,
26,5.0,1.0,35.0,36900.0
0,,,,
14,,,,
58,15.0,1.0,40.0,55000.0
9,,,,
63,,,,13900.0
31,25.0,1.0,40.0,43000.0
6,,,,
10,,,,
38,3.0,1.0,50.0,50000.0
70,,,,34800.0
63,,,,0.0
28,40.0,1.0,40.0,35000.0
28,,,,3200.0
56,,,,54900.0
58,25.0,1.0,38.0,73200.0
56,,,,14400.0
71,,,,11500.0
60,,,40.0,63200.0
2,,,,
14,,,,
50,10.0,,84.0,135600.0
59,,,,14400.0
92,,,,30000.0
60,,,,32900.0
41,20.0,1.0,40.0,50000.0
14,,,,
5,,,,
4,,,,
11,,,,
50,15.0,1.0,40.0,30000.0
32,,,,0.0
20,10.0,,20.0,15300.0
7,,,,
56,,,40.0,5400.0
14,,,,
54,3.0,1.0,40.0,69000.0
35,25.0,1.0,40.0,60000.0
1,,,,
56,15.0,1.0,40.0,72000.0
42,60.0,1.0,44.0,250000.0
1,,,,
63,,,,10700.0
69,35.0,2.0,8.0,16600.0
0,,,,
33,,,,0.0
44,10.0,1.0,40.0,37600.0
8,,,,
9,,,,
25,15.0,1.0,50.0,46500.0
39,45.0,1.0,55.0,177100.0
60,10.0,1.0,50.0,296000.0
11,,,,
50,15.0,1.0,35.0,25000.0
19,,,,2700.0
7,,,,
6,,,,
64,,,,50000.0
59,,,,95000.0
17,,,25.0,4600.0
0,,,,
15,,,,1600.0
45,,,,11600.0
10,,,,
68,,,,26060.0
60,1.0,,40.0,15600.0
40,5.0,,84.0,15300.0
16,,,25.0,900.0
35,5.0,,84.0,131600.0
8,,,,
17,,,20.0,2000.0
27,,,10.0,6600.0
30,15.0,1.0,40.0,41250.0
36,,,,0.0
39,,,,17200.0
14,,,,
33,10.0,2.0,32.0,35000.0
43,20.0,1.0,40.0,60000.0
71,,,,13300.0
18,5.0,1.0,40.0,20000.0
36,2.0,,35.0,40000.0
63,3.0,1.0,50.0,88100.0
47,15.0,1.0,40.0,90000.0
52,30.0,1.0,40.0,75000.0
55,20.0,1.0,40.0,91600.0
79,,,,30000.0
46,5.0,,30.0,36800.0
21,10.0,1.0,40.0,11600.0
34,5.0,,40.0,33010.0
47,1.0,,45.0,67600.0
57,,,60.0,46700.0
39,10.0,2.0,40.0,82000.0
85,,,,14500.0
22,50.0,2.0,40.0,40000.0
1,,,,
10,,,,
4,,,,
30,,,96.0,11000.0
60,5.0,,5.0,15600.0
38,,,,2200.0
6,,,,
13,,,,
74,,,,41900.0
8,,,,
9,,,,
37,,,,0.0
31,5.0,,20.0,11000.0
39,,,40.0,5900.0
4,,,,
22,11.0,1.0,38.0,10100.0
56,,,,26600.0
33,3.0,,84.0,44000.0
56,,,24.0,277600.0
59,,,60.0,5600.0
58,,,,4100.0
27,25.0,1.0,40.0,38600.0
52,,,,8500.0
42,10.0,1.0,30.0,30000.0
59,20.0,1.0,40.0,24700.0
14,,,,
27,15.0,1.0,40.0,110000.0
51,7.0,3.0,40.0,28000.0
25,,,25.0,12500.0
35,8.0,1.0,40.0,66600.0
6,,,,
30,2.0,,30.0,13880.0
55,20.0,1.0,42.0,106600.0
54,200.0,,90.0,70000.0
8,,,,
1,,,,
41,,,,2400.0
58,,,,76700.0
25,3.0,,32.0,4600.0
14,,,,
6,,,,
30,30.0,1.0,40.0,52000.0
69,30.0,1.0,20.0,18000.0
8,,,,
47,15.0,,84.0,80000.0
21,5.0,,16.0,5300.0
49,,,,70000.0
37,15.0,1.0,40.0,100000.0
14,,,,
41,3.0,2.0,40.0,172600.0
11,,,,
51,5.0,1.0,37.0,95000.0
37,5.0,1.0,45.0,63000.0
55,20.0,1.0,40.0,12500.0
60,25.0,1.0,40.0,55200.0
6,,,,
37,10.0,1.0,20.0,41600.0
17,,,40.0,3600.0
61,10.0,1.0,40.0,75000.0
58,,,,0.0
65,,,16.0,19320.0
57,,,20.0,75000.0
39,,,,4200.0
50,,,60.0,80200.0
14,,,,
51,5.0,,40.0,72300.0
60,15.0,1.0,40.0,57000.0
5,,,,
3,,,,
65,,,,96700.0
63,,,,1600.0
73,,,,33600.0
83,,,,34900.0
34,60.0,1.0,5.0,7500.0
26,,,,1600.0
59,,,,8300.0
21,,,99.0,7600.0
55,15.0,1.0,37.0,45000.0
37,25.0,2.0,40.0,30000.0
71,,,,12000.0
38,10.0,,99.0,32600.0
82,,,,5900.0
44,,,40.0,121000.0
45,,,,13700.0
38,35.0,1.0,40.0,62000.0
49,,,,1600.0
26,40.0,1.0,45.0,96000.0
56,20.0,2.0,38.0,50000.0
35,30.0,1.0,40.0,60000.0
1,,,,
17,,,,2200.0
7,,,,
60,,,,2200.0
35,10.0,2.0,35.0,35000.0
10,,,,
30,10.0,1.0,45.0,76900.0
63,20.0,1.0,40.0,111200.0
25,5.0,,20.0,12900.0
6,,,,
73,3.0,1.0,40.0,46600.0
41,55.0,1.0,45.0,78000.0
13,,,,
63,120.0,,88.0,90400.0
57,,,,400.0
53,,,40.0,4100.0
65,,,,16500.0
29,,,,1800.0
30,5.0,2.0,40.0,28000.0
1,,,,
26,10.0,,50.0,45000.0
49,15.0,1.0,40.0,62000.0
32,24.0,1.0,40.0,45000.0
7,,,,
86,,,,7200.0
53,2.0,,38.0,61000.0
57,10.0,,20.0,16000.0
87,,,,29110.0
1,,,,
21,5.0,1.0,50.0,45000.0
63,,,20.0,15600.0
60,10.0,1.0,44.0,45000.0
16,,,36.0,3800.0
2,,,,
52,6.0,1.0,42.0,175500.0
4,,,,
5,,,,
21,,,,3200.0
62,,,,5200.0
80,,,,405400.0
65,,,,21700.0
70,,,,33600.0
47,5.0,1.0,25.0,18600.0
17,15.0,4.0,10.0,3800.0
10,,,,
54,8.0,1.0,45.0,70000.0
40,10.0,1.0,40.0,73000.0
44,,,,14560.0
60,4.0,1.0,35.0,39000.0
37,2.0,1.0,45.0,21600.0
4,,,,
15,,,,1600.0
5,,,,
44,,,,7800.0
48,4.0,1.0,30.0,46800.0
38,15.0,1.0,6.0,1100.0
24,20.0,1.0,15.0,4000.0
28,10.0,1.0,60.0,15000.0
12,,,,
65,,,,2470.0
38,15.0,1.0,70.0,276000.0
9,,,,
1,,,,
55,3.0,1.0,5.0,10200.0
27,,,90.0,277600.0
70,,,,13600.0
30,,,,0.0
26,,,90.0,15300.0
26,5.0,1.0,40.0,25000.0
72,,,,12000.0
58,,,,3400.0
74,,,,23200.0
3,,,,
27,,,12.0,5000.0
64,5.0,2.0,40.0,81600.0
8,,,,
16,,,,5300.0
4,,,,
27,,,,3000.0
75,,,,61600.0
2,,,,
56,,,40.0,31600.0
38,60.0,1.0,36.0,100000.0
16,,,,1400.0
10,,,,
7,,,,
4,,,,
38,12.0,1.0,40.0,99600.0
50,5.0,1.0,40.0,102000.0
32,,,38.0,42700.0
30,120.0,1.0,40.0,34000.0
55,30.0,,35.0,25000.0
71,,,,52200.0
0,,,,
24,15.0,,50.0,21500.0
21,,,25.0,2000.0
32,45.0,1.0,40.0,72000.0
66,40.0,,24.0,38600.0
5,,,,
12,,,,
92,,,,11200.0
17,5.0,,70.0,7600.0
9,,,,
35,3.0,2.0,45.0,85000.0
58,68.0,1.0,25.0,58300.0
74,,,,6650.0
29,25.0,1.0,25.0,500.0
52,30.0,2.0,60.0,72000.0
25,,,,1600.0
43,5.0,3.0,60.0,107500.0
36,,,,0.0
19,15.0,2.0,4.0,3000.0
0,,,,
51,200.0,,40.0,35300.0
25,3.0,,40.0,4100.0
61,,,,3300.0
56,5.0,,25.0,28800.0
57,,,,0.0
53,3.0,1.0,38.0,84400.0
14,,,,
59,10.0,1.0,40.0,66600.0
6,,,,
23,1.0,,35.0,31100.0
64,10.0,4.0,84.0,63000.0
18,,,,0.0
40,25.0,1.0,18.0,17800.0
49,,,40.0,79000.0
21,,,20.0,5100.0
34,5.0,,25.0,29900.0
4,,,,
31,,,,2050.0
49,1.0,3.0,45.0,31200.0
16,,,6.0,2000.0
27,20.0,1.0,30.0,15000.0
32,,,,1600.0
10,,,,
43,,,40.0,31600.0
53,,,,1600.0
58,1.0,,40.0,53000.0
8,,,,
62,,,40.0,69100.0
57,15.0,1.0,40.0,61600.0
35,,,40.0,77300.0
43,15.0,,21.0,18200.0
36,,,35.0,15620.0
29,,,40.0,7500.0
1,,,,
56,1.0,,80.0,140000.0
55,15.0,1.0,40.0,50000.0
2,,,,
51,,,,2700.0
44,15.0,1.0,50.0,345000.0
40,10.0,1.0,30.0,36600.0
18,5.0,1.0,40.0,20000.0
64,8.0,1.0,40.0,74700.0
43,,,,1500.0
68,5.0,1.0,40.0,57000.0
50,200.0,,44.0,67700.0
78,,,,0.0
5,,,,
52,5.0,,30.0,17500.0
49,15.0,1.0,5.0,36900.0
34,5.0,,84.0,30200.0
5,,,,
22,,,5.0,2000.0
45,15.0,2.0,40.0,77000.0
36,45.0,1.0,55.0,53700.0
22,5.0,1.0,40.0,46100.0
31,5.0,,28.0,14000.0
64,,,,47000.0
29,20.0,1.0,25.0,32100.0
42,25.0,1.0,40.0,120000.0
27,20.0,1.0,90.0,43000.0
20,,,50.0,53600.0
44,15.0,1.0,40.0,45000.0
76,,,,14800.0
4,,,,
44,5.0,,70.0,24400.0
4,,,,
14,,,,
34,,,,0.0
7,,,,
67,,,,22000.0
24,,,45.0,5300.0
30,20.0,1.0,40.0,48700.0
5,,,,
60,8.0,2.0,45.0,6900.0
18,,,,0.0
