AgeInYears,TravelTimeToWorkInMinutes,NumberOfPeopleInCarpool,HoursWorkedWeeklyInPastYear,TotalIncomeInDollars
37,30.0,1.0,40.0,5400.0
24,,,,0.0
38,,,,0.0
33,145.0,,50.0,50000.0
66,,,,11100.0
64,15.0,1.0,38.0,30000.0
20,90.0,1.0,20.0,11000.0
37,,,,0.0
95,,,,46600.0
63,30.0,,40.0,18000.0
47,,,,0.0
19,,,,0.0
87,,,,11000.0
64,3.0,,55.0,48000.0
52,30.0,,40.0,45000.0
33,75.0,1.0,40.0,62000.0
16,,,,0.0
35,30.0,2.0,40.0,96000.0
74,,,,68200.0
18,15.0,2.0,20.0,4000.0
39,,,,12200.0
36,10.0,1.0,60.0,134000.0
63,20.0,1.0,40.0,124070.0
25,5.0,4.0,35.0,24000.0
26,20.0,1.0,30.0,23600.0
87,,,,155100.0
11,,,,
39,30.0,2.0,40.0,51530.0
20,10.0,1.0,12.0,2000.0
30,,,5.0,5000.0
44,15.0,1.0,40.0,41000.0
65,,,,51700.0
10,,,,
20,,,,0.0
65,,,,0.0
0,,,,
13,,,,
45,,,32.0,3550.0
43,,,80.0,152000.0
51,45.0,1.0,40.0,70000.0
51,,,,4200.0
23,10.0,,35.0,24000.0
17,,,,0.0
50,20.0,,50.0,20000.0
50,30.0,1.0,50.0,42800.0
32,30.0,2.0,40.0,38000.0
67,,,,65600.0
95,,,,12000.0
56,15.0,1.0,40.0,107350.0
51,45.0,2.0,40.0,98000.0
95,,,,19200.0
20,30.0,1.0,40.0,28000.0
28,30.0,1.0,40.0,35700.0
11,,,,
18,,,,0.0
46,30.0,1.0,40.0,111000.0
20,60.0,1.0,15.0,10000.0
56,17.0,1.0,40.0,60110.0
91,,,,38600.0
58,,,,12000.0
3,,,,
61,12.0,1.0,40.0,59000.0
20,8.0,1.0,90.0,70200.0
49,90.0,1.0,47.0,100000.0
30,5.0,,38.0,48700.0
0,,,,
4,,,,
84,,,,0.0
50,,,,0.0
60,,,30.0,33300.0
47,20.0,1.0,20.0,3500.0
12,,,,
78,,,,8400.0
55,,,,0.0
37,45.0,1.0,38.0,50000.0
57,25.0,1.0,40.0,42050.0
86,,,,105300.0
62,21.0,1.0,45.0,390000.0
70,,,,6800.0
53,45.0,1.0,20.0,3900.0
9,,,,
30,15.0,1.0,20.0,5000.0
58,,,40.0,150000.0
67,,,,260000.0
73,,,,23300.0
62,,,,13200.0
19,,,40.0,960.0
17,,,,0.0
22,10.0,1.0,40.0,27000.0
19,10.0,1.0,40.0,16000.0
59,20.0,3.0,40.0,99000.0
2,,,,
70,,,,4200.0
73,,,5.0,104500.0
85,,,,12000.0
42,,,,0.0
78,,,,87600.0
72,,,,0.0
79,10.0,1.0,10.0,81000.0
38,,,40.0,78000.0
54,,,,150.0
3,,,,
58,20.0,1.0,40.0,52000.0
11,,,,
83,,,,54600.0
62,15.0,,40.0,35310.0
53,,,,0.0
28,60.0,1.0,40.0,56000.0
63,20.0,1.0,40.0,44000.0
9,,,,
33,25.0,1.0,40.0,59000.0
69,,,,23200.0
2,,,,
47,20.0,1.0,40.0,88100.0
11,,,,
46,15.0,1.0,24.0,24000.0
27,,,,0.0
63,10.0,1.0,40.0,100000.0
55,,,,8600.0
23,10.0,,60.0,72000.0
48,25.0,1.0,40.0,48000.0
22,20.0,,25.0,12200.0
75,,,,96000.0
34,5.0,4.0,40.0,25000.0
79,,,8.0,97900.0
18,5.0,1.0,5.0,400.0
8,,,,
79,,,,5700.0
73,,,,30000.0
57,17.0,1.0,50.0,77000.0
14,,,,
54,,,20.0,48300.0
50,25.0,,27.0,16200.0
55,50.0,1.0,40.0,76000.0
32,20.0,1.0,35.0,26200.0
31,,,30.0,500.0
0,,,,
10,,,,
30,80.0,1.0,40.0,38000.0
46,8.0,2.0,35.0,90000.0
57,,,,6000.0
49,10.0,1.0,38.0,30000.0
74,,,,40700.0
32,145.0,1.0,40.0,32000.0
57,9.0,1.0,61.0,51000.0
79,8.0,1.0,25.0,114900.0
37,2.0,1.0,40.0,48000.0
16,,,8.0,1200.0
95,,,,12900.0
38,20.0,1.0,40.0,75000.0
15,,,,0.0
16,15.0,2.0,20.0,4500.0
58,,,,0.0
38,90.0,1.0,40.0,51000.0
16,,,,0.0
76,,,,8000.0
50,70.0,1.0,40.0,9000.0
41,50.0,2.0,40.0,30000.0
14,,,,
61,,,,2000.0
70,,,,60100.0
4,,,,
49,45.0,1.0,30.0,38600.0
47,60.0,1.0,40.0,45000.0
14,,,,
51,10.0,1.0,40.0,70000.0
40,30.0,1.0,50.0,73000.0
53,7.0,2.0,55.0,50000.0
17,45.0,1.0,20.0,250.0
35,15.0,2.0,40.0,72000.0
44,15.0,,37.0,20000.0
88,,,,42800.0
37,30.0,1.0,40.0,45800.0
74,,,,31300.0
50,60.0,1.0,40.0,60000.0
35,,,,0.0
11,,,,
32,10.0,1.0,40.0,48000.0
4,,,,
28,,,,0.0
57,,,,0.0
71,40.0,1.0,55.0,207100.0
27,15.0,1.0,30.0,22000.0
72,,,,48000.0
89,,,,20600.0
70,10.0,1.0,40.0,105050.0
70,,,,94800.0
22,15.0,1.0,40.0,24000.0
2,,,,
60,20.0,1.0,40.0,51000.0
8,,,,
67,30.0,,19.0,19900.0
63,15.0,1.0,40.0,136000.0
58,,,20.0,68000.0
28,15.0,,50.0,56000.0
38,15.0,,40.0,56000.0
5,,,,
3,,,,
62,25.0,5.0,40.0,40000.0
65,,,,0.0
64,,,10.0,480.0
9,,,,
29,,,,11000.0
63,20.0,1.0,40.0,40000.0
72,,,,13200.0
61,15.0,1.0,40.0,161000.0
52,30.0,,40.0,46000.0
70,,,20.0,67600.0
24,4.0,1.0,65.0,30000.0
80,,,,104000.0
36,60.0,1.0,40.0,42000.0
61,30.0,1.0,40.0,78320.0
20,,,,0.0
75,,,,26000.0
22,20.0,2.0,40.0,60000.0
10,,,,
50,15.0,1.0,50.0,75000.0
56,20.0,1.0,40.0,43000.0
39,40.0,1.0,40.0,60000.0
25,5.0,1.0,40.0,24000.0
10,,,,
49,145.0,2.0,40.0,132000.0
14,,,,
33,30.0,1.0,24.0,100000.0
31,,,40.0,16000.0
70,,,,11200.0
1,,,,
13,,,,
47,30.0,4.0,40.0,31200.0
13,,,,
48,45.0,1.0,30.0,24200.0
60,15.0,1.0,40.0,20000.0
64,10.0,,38.0,47500.0
57,15.0,1.0,40.0,100000.0
64,,,,0.0
55,25.0,1.0,36.0,127000.0
33,,,40.0,15800.0
67,,,,18920.0
18,,,,0.0
63,,,,22000.0
13,,,,
34,,,,0.0
47,30.0,1.0,50.0,10000.0
68,,,,35400.0
10,,,,
39,,,,0.0
61,30.0,1.0,15.0,6000.0
26,,,,12000.0
83,,,,4200.0
13,,,,
75,,,,62400.0
24,1.0,1.0,2.0,1300.0
25,145.0,1.0,40.0,20000.0
16,,,,0.0
7,,,,
6,,,,
83,,,,50900.0
44,25.0,,17.0,11000.0
51,25.0,1.0,60.0,80000.0
61,,,,0.0
21,15.0,1.0,40.0,26000.0
12,,,,
65,30.0,1.0,40.0,65000.0
67,40.0,1.0,12.0,40000.0
80,,,,6600.0
69,15.0,2.0,4.0,27740.0
13,,,,
2,,,,
72,,,,9400.0
74,,,,52000.0
55,10.0,1.0,28.0,38000.0
36,25.0,1.0,60.0,20000.0
33,,,50.0,150000.0
3,,,,
64,,,,36000.0
29,25.0,1.0,40.0,122100.0
51,40.0,1.0,40.0,52000.0
39,10.0,2.0,8.0,19700.0
88,,,,22800.0
82,,,,22210.0
20,10.0,,20.0,7600.0
37,25.0,2.0,40.0,33000.0
38,,,,0.0
30,5.0,1.0,40.0,26000.0
40,5.0,1.0,40.0,48400.0
42,,,,0.0
28,45.0,1.0,40.0,49000.0
49,30.0,,40.0,39500.0
62,,,24.0,1200.0
23,15.0,1.0,40.0,19600.0
62,60.0,,40.0,70080.0
60,10.0,2.0,35.0,10000.0
65,10.0,1.0,40.0,60000.0
61,15.0,1.0,40.0,120000.0
63,,,,50.0
61,,,,36000.0
53,30.0,1.0,50.0,5700.0
24,,,,0.0
12,,,,
58,,,,0.0
17,,,,0.0
26,,,40.0,40000.0
74,,,,12000.0
59,8.0,1.0,40.0,37000.0
33,45.0,1.0,40.0,32000.0
87,,,,60500.0
26,,,,0.0
72,,,,19500.0
33,20.0,1.0,36.0,130800.0
46,145.0,,47.0,48000.0
32,10.0,,19.0,6100.0
48,30.0,1.0,20.0,7200.0
66,,,,43500.0
13,,,,
73,10.0,1.0,60.0,86600.0
71,,,,44800.0
51,,,,0.0
38,30.0,1.0,40.0,24000.0
0,,,,
0,,,,
49,,,,0.0
40,15.0,1.0,40.0,33000.0
68,,,,12500.0
72,,,,11700.0
68,,,,68300.0
43,,,,0.0
21,25.0,2.0,18.0,600.0
61,30.0,1.0,50.0,388300.0
95,,,,40000.0
22,30.0,1.0,40.0,5000.0
67,30.0,1.0,40.0,95000.0
19,,,40.0,8500.0
12,,,,
51,45.0,1.0,50.0,108000.0
32,90.0,2.0,3.0,5000.0
64,,,,2000.0
10,,,,
30,20.0,4.0,48.0,36000.0
44,10.0,1.0,50.0,317000.0
78,,,,58000.0
62,,,35.0,18000.0
15,,,,0.0
68,,,,36890.0
34,,,,0.0
41,30.0,1.0,40.0,60000.0
87,,,,30200.0
63,30.0,1.0,40.0,16800.0
61,45.0,1.0,10.0,250400.0
14,,,,
9,,,,
5,,,,
48,20.0,1.0,20.0,12000.0
29,45.0,1.0,30.0,80000.0
63,35.0,1.0,40.0,42000.0
22,2.0,1.0,40.0,20000.0
39,1.0,1.0,60.0,22000.0
40,30.0,2.0,45.0,46800.0
58,,,,9300.0
61,,,84.0,41740.0
64,,,,307700.0
34,,,70.0,6000.0
95,,,,26400.0
52,,,60.0,60000.0
69,,,,9600.0
5,,,,
71,,,,45700.0
3,,,,
53,10.0,1.0,52.0,10000.0
58,,,,4200.0
65,,,16.0,21440.0
49,60.0,1.0,40.0,70000.0
57,,,,79000.0
37,90.0,2.0,7.0,44000.0
65,,,,21000.0
36,20.0,1.0,40.0,20000.0
26,,,,0.0
32,45.0,1.0,32.0,15000.0
21,20.0,1.0,25.0,6000.0
2,,,,
12,,,,
54,40.0,1.0,40.0,120000.0
77,,,,54300.0
34,,,,0.0
19,5.0,,50.0,36000.0
52,40.0,1.0,42.0,11600.0
4,,,,
32,45.0,1.0,36.0,86000.0
72,,,,27600.0
47,60.0,1.0,40.0,100000.0
74,,,,100.0
76,,,,11200.0
49,10.0,1.0,50.0,56000.0
35,35.0,1.0,65.0,133000.0
34,,,10.0,11600.0
63,,,40.0,5000.0
13,,,,
27,30.0,1.0,40.0,55000.0
44,20.0,1.0,60.0,25000.0
76,,,,54300.0
16,,,,0.0
4,,,,
39,5.0,1.0,45.0,106000.0
73,,,,290800.0
48,10.0,1.0,40.0,31700.0
48,25.0,1.0,49.0,81000.0
71,,,,0.0
0,,,,
89,,,,34800.0
47,20.0,1.0,45.0,65000.0
25,20.0,,40.0,33300.0
34,,,,0.0
72,,,,45250.0
49,10.0,1.0,40.0,120000.0
67,20.0,1.0,40.0,53000.0
66,,,,22400.0
13,,,,
90,,,,15000.0
44,65.0,1.0,36.0,100000.0
81,,,,0.0
5,,,,
17,,,15.0,600.0
63,,,,24400.0
66,15.0,1.0,48.0,467000.0
81,,,,23000.0
24,10.0,1.0,15.0,9000.0
19,30.0,1.0,20.0,8000.0
73,,,,21200.0
22,,,,0.0
82,,,,0.0
84,,,,10400.0
9,,,,
67,20.0,,40.0,96700.0
2,,,,
63,35.0,1.0,32.0,60000.0
88,,,,58200.0
7,,,,
53,20.0,1.0,40.0,20500.0
28,40.0,1.0,30.0,20000.0
54,30.0,1.0,40.0,10000.0
75,,,,20900.0
88,,,,81500.0
39,,,,0.0
59,,,,20800.0
39,90.0,1.0,40.0,85000.0
65,20.0,1.0,40.0,35200.0
72,,,,48500.0
30,30.0,3.0,40.0,23000.0
13,,,,
86,,,,12800.0
8,,,,
84,,,,30000.0
51,,,40.0,40000.0
28,95.0,1.0,40.0,43700.0
80,,,,36600.0
32,20.0,1.0,60.0,26000.0
53,5.0,1.0,32.0,55000.0
16,,,,0.0
60,,,,0.0
0,,,,
71,,,,0.0
73,,,,6200.0
43,35.0,1.0,30.0,80000.0
33,20.0,1.0,40.0,27000.0
44,40.0,1.0,40.0,40000.0
14,,,,
75,,,,79000.0
72,,,,49000.0
37,10.0,1.0,40.0,35000.0
31,20.0,1.0,8.0,4100.0
66,,,,40000.0
40,35.0,2.0,24.0,13000.0
25,20.0,4.0,20.0,23510.0
7,,,,
46,,,,0.0
70,60.0,,40.0,20000.0
80,,,,30000.0
23,,,,0.0
37,5.0,2.0,40.0,1900.0
26,10.0,,19.0,10400.0
6,,,,
36,10.0,1.0,40.0,90000.0
14,,,,
59,5.0,1.0,35.0,20000.0
10,,,,
83,,,,4600.0
21,,,,0.0
9,,,,
27,10.0,1.0,40.0,70270.0
9,,,,
3,,,,
39,,,30.0,152000.0
27,10.0,,62.0,60000.0
23,,,,350.0
38,,,,0.0
63,15.0,1.0,24.0,40000.0
35,,,,0.0
0,,,,
64,10.0,1.0,72.0,40000.0
57,,,1.0,1200.0
15,,,,0.0
59,20.0,1.0,27.0,54000.0
76,,,21.0,30000.0
58,45.0,1.0,50.0,390010.0
8,,,,
7,,,,
58,30.0,1.0,10.0,30000.0
37,25.0,1.0,25.0,35000.0
77,,,,185600.0
22,15.0,1.0,40.0,25000.0
21,30.0,1.0,40.0,5000.0
53,50.0,2.0,40.0,40000.0
29,,,56.0,7000.0
31,15.0,1.0,40.0,60000.0
55,,,,0.0
38,15.0,1.0,40.0,35000.0
90,,,,15020.0
62,,,40.0,37400.0
67,,,,41800.0
66,,,,8600.0
79,,,,12900.0
72,,,,6400.0
75,,,,9900.0
53,30.0,2.0,50.0,150000.0
80,,,,6900.0
58,,,40.0,10000.0
5,,,,
24,15.0,3.0,10.0,10000.0
10,,,,
89,,,,111000.0
68,,,12.0,49600.0
3,,,,
22,5.0,1.0,10.0,5000.0
38,,,,0.0
73,60.0,1.0,12.0,48300.0
50,20.0,1.0,40.0,45000.0
57,60.0,1.0,46.0,42000.0
28,15.0,1.0,25.0,14500.0
26,25.0,1.0,60.0,72000.0
11,,,,
11,,,,
76,,,,0.0
81,,,,16600.0
54,45.0,1.0,60.0,175000.0
49,40.0,2.0,40.0,34300.0
81,,,,26700.0
15,,,,0.0
35,20.0,1.0,40.0,85000.0
71,,,,106500.0
8,,,,
43,10.0,1.0,50.0,64000.0
3,,,,
31,30.0,,35.0,53000.0
59,15.0,,40.0,25100.0
19,5.0,1.0,20.0,10000.0
71,,,,15600.0
25,,,,0.0
39,,,70.0,30780.0
47,30.0,3.0,40.0,100000.0
2,,,,
55,30.0,1.0,40.0,40000.0
49,30.0,1.0,30.0,50000.0
58,,,80.0,203000.0
14,,,,
48,8.0,1.0,40.0,91000.0
7,,,,
67,,,,200700.0
27,,,,0.0
23,2.0,,40.0,27000.0
62,15.0,2.0,40.0,50000.0
58,,,7.0,11600.0
23,,,35.0,24500.0
56,25.0,1.0,40.0,100000.0
18,15.0,1.0,23.0,12000.0
53,,,50.0,125000.0
72,,,,44000.0
90,,,,7780.0
47,,,,0.0
5,,,,
81,,,,14400.0
69,,,,3000.0
45,45.0,2.0,40.0,22000.0
41,,,40.0,60000.0
7,,,,
73,,,,11900.0
52,,,,0.0
65,,,,10500.0
51,5.0,1.0,40.0,30000.0
18,10.0,1.0,48.0,25000.0
33,15.0,1.0,30.0,27500.0
63,12.0,1.0,70.0,45050.0
45,15.0,1.0,40.0,85400.0
64,,,,0.0
22,15.0,1.0,20.0,10000.0
95,,,,12200.0
73,,,20.0,52000.0
14,,,,
35,10.0,1.0,40.0,69000.0
23,10.0,2.0,40.0,40000.0
73,40.0,1.0,40.0,133000.0
40,,,,0.0
5,,,,
54,7.0,1.0,35.0,23000.0
39,10.0,1.0,40.0,26000.0
58,30.0,1.0,8.0,5100.0
38,,,20.0,4000.0
68,,,,269600.0
86,,,,20100.0
42,,,,0.0
64,15.0,1.0,40.0,59000.0
0,,,,
67,,,,35000.0
33,10.0,1.0,40.0,80000.0
52,,,,12000.0
18,10.0,2.0,30.0,12000.0
55,45.0,1.0,40.0,35500.0
49,10.0,1.0,30.0,54500.0
1,,,,
68,5.0,1.0,21.0,49000.0
66,10.0,2.0,40.0,35700.0
64,20.0,1.0,30.0,20000.0
65,,,,42000.0
40,15.0,1.0,40.0,80000.0
50,,,,0.0
40,45.0,,37.0,20000.0
64,,,,151000.0
75,,,,17800.0
35,5.0,1.0,70.0,87000.0
55,20.0,1.0,40.0,80000.0
89,,,,9000.0
69,,,,28800.0
34,15.0,1.0,50.0,30000.0
45,3.0,1.0,55.0,96000.0
17,,,,0.0
80,,,,38600.0
26,45.0,4.0,40.0,10000.0
62,110.0,,40.0,28000.0
72,25.0,1.0,40.0,227300.0
9,,,,
16,,,,0.0
3,,,,
19,,,,0.0
8,,,,
70,,,40.0,61400.0
35,30.0,1.0,50.0,108500.0
33,45.0,1.0,35.0,18000.0
3,,,,
49,20.0,1.0,35.0,30000.0
26,45.0,1.0,40.0,25000.0
60,15.0,5.0,40.0,217900.0
67,,,,5600.0
38,20.0,1.0,80.0,75000.0
53,,,20.0,296000.0
5,,,,
44,10.0,,35.0,22000.0
56,35.0,,60.0,30000.0
65,,,,8600.0
85,,,,20100.0
25,15.0,1.0,42.0,33300.0
51,40.0,1.0,40.0,46000.0
28,15.0,1.0,40.0,74000.0
77,,,,19500.0
42,25.0,1.0,40.0,42000.0
5,,,,
30,,,,0.0
47,10.0,1.0,40.0,21600.0
20,5.0,1.0,48.0,22000.0
35,,,,0.0
78,,,,44000.0
51,,,40.0,25000.0
35,30.0,1.0,50.0,50000.0
60,60.0,,40.0,35000.0
39,60.0,2.0,40.0,11000.0
13,,,,
55,10.0,1.0,40.0,50000.0
22,,,,0.0
24,,,40.0,60000.0
36,10.0,1.0,40.0,100000.0
51,35.0,1.0,65.0,51000.0
19,3.0,1.0,42.0,26000.0
41,35.0,1.0,25.0,17610.0
57,,,,34500.0
32,,,50.0,18200.0
22,40.0,1.0,40.0,36000.0
65,40.0,1.0,50.0,200000.0
7,,,,
12,,,,
16,,,20.0,1000.0
24,5.0,1.0,40.0,45000.0
68,5.0,3.0,33.0,53550.0
55,,,45.0,160100.0
44,15.0,1.0,60.0,118300.0
66,,,,13200.0
76,,,,10100.0
22,,,30.0,20300.0
13,,,,
64,30.0,1.0,40.0,65000.0
51,25.0,1.0,20.0,11200.0
40,,,,330.0
2,,,,
74,40.0,1.0,40.0,86300.0
69,,,,6000.0
47,,,19.0,24500.0
36,5.0,1.0,55.0,40000.0
22,,,50.0,25000.0
18,,,40.0,8000.0
7,,,,
33,20.0,1.0,40.0,47000.0
68,,,,26900.0
83,,,,84200.0
38,,,52.0,25700.0
62,25.0,1.0,40.0,43300.0
34,30.0,1.0,80.0,104400.0
40,60.0,1.0,40.0,66000.0
32,18.0,1.0,40.0,85000.0
69,30.0,1.0,35.0,27400.0
64,60.0,1.0,40.0,98000.0
41,30.0,,40.0,21600.0
31,20.0,1.0,40.0,26000.0
56,10.0,1.0,20.0,10000.0
56,40.0,2.0,40.0,100000.0
95,,,,31200.0
8,,,,
22,10.0,1.0,40.0,24000.0
11,,,,
67,,,,5000.0
58,,,,0.0
42,10.0,1.0,40.0,65000.0
55,15.0,1.0,36.0,35000.0
77,,,,4000.0
6,,,,
49,,,50.0,60000.0
22,20.0,1.0,40.0,22000.0
70,,,,20800.0
13,,,,
12,,,,
57,15.0,1.0,40.0,60030.0
38,20.0,1.0,25.0,57000.0
1,,,,
27,10.0,,40.0,36000.0
45,65.0,1.0,40.0,60000.0
77,,,,63300.0
67,5.0,1.0,40.0,68700.0
68,15.0,1.0,12.0,43500.0
2,,,,
24,,,,0.0
59,,,,296000.0
60,145.0,1.0,70.0,202000.0
8,,,,
44,45.0,1.0,70.0,406000.0
53,5.0,,40.0,24000.0
71,,,8.0,100820.0
4,,,,
82,,,,18000.0
49,10.0,1.0,48.0,390000.0
35,90.0,1.0,40.0,90000.0
21,45.0,1.0,20.0,3600.0
69,,,40.0,135900.0
63,20.0,1.0,40.0,28800.0
26,60.0,1.0,40.0,48000.0
3,,,,
44,30.0,1.0,40.0,50000.0
18,,,,0.0
58,,,,0.0
31,5.0,1.0,60.0,60000.0
8,,,,
61,,,40.0,100000.0
47,15.0,1.0,40.0,70000.0
66,15.0,1.0,40.0,128000.0
5,,,,
3,,,,
43,10.0,1.0,50.0,120000.0
2,,,,
34,15.0,1.0,30.0,176000.0
37,17.0,2.0,5.0,10000.0
66,20.0,1.0,12.0,66360.0
62,60.0,,40.0,68000.0
1,,,,
33,5.0,1.0,40.0,45000.0
30,10.0,2.0,45.0,11600.0
56,20.0,1.0,40.0,60000.0
54,30.0,1.0,40.0,145000.0
56,10.0,1.0,80.0,60000.0
2,,,,
38,,,,4900.0
7,,,,
26,45.0,2.0,50.0,95000.0
70,15.0,1.0,30.0,83000.0
0,,,,
59,20.0,2.0,8.0,23300.0
27,8.0,1.0,40.0,30000.0
28,15.0,1.0,40.0,40800.0
11,,,,
62,5.0,1.0,40.0,45500.0
40,,,,9300.0
35,40.0,2.0,40.0,105000.0
70,,,,10800.0
34,,,35.0,53000.0
73,,,,47100.0
0,,,,
32,5.0,2.0,20.0,3600.0
51,45.0,2.0,40.0,60000.0
51,,,,0.0
19,30.0,2.0,18.0,1200.0
18,,,,0.0
66,,,,11000.0
70,6.0,2.0,50.0,62000.0
29,15.0,,40.0,25000.0
11,,,,
27,30.0,,40.0,23000.0
6,,,,
56,10.0,1.0,50.0,24000.0
50,45.0,1.0,40.0,30000.0
71,,,,161500.0
33,,,,0.0
1,,,,
68,45.0,1.0,20.0,30000.0
70,,,,9400.0
59,20.0,1.0,45.0,23500.0
18,10.0,1.0,12.0,4100.0
44,30.0,,45.0,70250.0
89,,,,89600.0
34,145.0,1.0,48.0,36000.0
49,40.0,1.0,50.0,52000.0
87,,,,43100.0
47,45.0,1.0,45.0,50000.0
32,,,40.0,65000.0
95,,,,4000.0
30,,,,0.0
35,,,84.0,62000.0
33,50.0,1.0,40.0,72000.0
20,15.0,1.0,8.0,3000.0
17,,,,0.0
43,45.0,1.0,40.0,30000.0
75,,,,53800.0
10,,,,
73,30.0,,8.0,66500.0
95,,,,120100.0
13,,,,
43,30.0,1.0,40.0,43000.0
62,18.0,1.0,40.0,51700.0
68,30.0,1.0,45.0,352000.0
6,,,,
37,30.0,1.0,40.0,91000.0
31,15.0,1.0,50.0,55000.0
8,,,,
61,40.0,1.0,40.0,50000.0
30,30.0,1.0,25.0,50400.0
40,10.0,1.0,40.0,32600.0
5,,,,
48,,,45.0,67400.0
55,145.0,1.0,50.0,72000.0
68,,,,115600.0
38,60.0,4.0,5.0,19000.0
16,,,,0.0
74,,,,8600.0
42,60.0,1.0,40.0,80000.0
12,,,,
53,15.0,2.0,30.0,25000.0
75,,,,21000.0
23,45.0,1.0,40.0,109000.0
95,,,,23100.0
29,,,,0.0
64,,,20.0,5800.0
62,15.0,1.0,20.0,25000.0
32,10.0,1.0,34.0,34800.0
75,10.0,1.0,40.0,51300.0
15,,,,0.0
7,,,,
62,,,,31700.0
50,25.0,1.0,40.0,390200.0
24,30.0,,50.0,30000.0
60,40.0,1.0,24.0,110000.0
56,45.0,1.0,40.0,130100.0
37,20.0,2.0,40.0,60000.0
12,,,,
14,,,,
69,,,,261300.0
21,,,,0.0
37,15.0,1.0,50.0,100000.0
91,,,,7700.0
25,15.0,1.0,85.0,38000.0
47,45.0,1.0,40.0,36000.0
15,,,,0.0
55,45.0,2.0,40.0,40000.0
79,,,,12000.0
63,,,,12500.0
31,5.0,,20.0,3800.0
18,12.0,2.0,40.0,4000.0
84,,,,13300.0
57,,,,140000.0
24,,,40.0,30000.0
69,,,,4800.0
24,20.0,1.0,40.0,45000.0
7,,,,
7,,,,
46,5.0,1.0,40.0,40400.0
56,,,55.0,30000.0
76,,,25.0,54000.0
2,,,,
37,,,,0.0
36,4.0,1.0,35.0,9600.0
0,,,,
32,,,,0.0
78,,,,23020.0
8,,,,
25,,,,0.0
23,5.0,,10.0,7300.0
0,,,,
35,,,,11600.0
35,10.0,1.0,20.0,24000.0
53,20.0,1.0,36.0,60000.0
7,,,,
28,20.0,2.0,40.0,40000.0
71,,,,13700.0
70,,,,57500.0
29,,,,0.0
16,,,,0.0
46,60.0,1.0,50.0,79100.0
57,10.0,1.0,30.0,70000.0
95,,,,20000.0
89,,,,71600.0
30,60.0,,20.0,8000.0
20,145.0,,28.0,25300.0
44,40.0,1.0,50.0,130000.0
52,20.0,1.0,40.0,110200.0
48,10.0,1.0,40.0,40000.0
58,60.0,1.0,40.0,31500.0
90,,,,4500.0
13,,,,
81,,,,31200.0
9,,,,
71,,,,313000.0
18,40.0,1.0,5.0,3000.0
14,,,,
2,,,,
60,,,8.0,165000.0
59,30.0,5.0,40.0,50000.0
22,5.0,1.0,40.0,26000.0
50,40.0,1.0,40.0,36000.0
48,20.0,1.0,40.0,45500.0
41,10.0,1.0,60.0,131000.0
52,,,45.0,32300.0
14,,,,
75,,,,24700.0
68,,,50.0,111600.0
29,45.0,1.0,40.0,83000.0
3,,,,
66,5.0,1.0,30.0,44900.0
67,,,,20000.0
71,,,,98400.0
1,,,,
12,,,,
37,30.0,1.0,32.0,40000.0
36,35.0,1.0,50.0,60000.0
68,,,,153600.0
53,15.0,1.0,40.0,26900.0
52,,,30.0,284000.0
63,,,,8400.0
60,10.0,1.0,45.0,100000.0
68,,,,8740.0
61,,,,8000.0
14,,,,
60,15.0,1.0,40.0,40000.0
78,,,,19700.0
32,,,,0.0
17,,,,0.0
19,,,,0.0
55,,,,0.0
62,,,,21000.0
56,20.0,1.0,25.0,22000.0
13,,,,
27,50.0,1.0,60.0,60000.0
62,,,40.0,27000.0
62,15.0,,40.0,98000.0
48,45.0,1.0,40.0,45100.0
37,45.0,2.0,80.0,28000.0
59,75.0,2.0,28.0,37000.0
59,,,,20200.0
62,10.0,6.0,40.0,28000.0
64,,,40.0,79330.0
72,,,,50000.0
1,,,,
24,60.0,1.0,40.0,39300.0
77,,,,14200.0
27,10.0,2.0,40.0,25000.0
41,13.0,1.0,40.0,96000.0
30,20.0,1.0,40.0,57000.0
35,10.0,1.0,40.0,40000.0
60,15.0,1.0,40.0,68300.0
47,23.0,1.0,40.0,390000.0
14,,,,
7,,,,
62,,,,19700.0
40,45.0,2.0,40.0,32000.0
67,,,,35300.0
40,20.0,2.0,40.0,30400.0
35,45.0,1.0,40.0,70000.0
46,60.0,1.0,40.0,102000.0
15,,,,0.0
59,,,,2500.0
18,,,,0.0
61,15.0,1.0,30.0,43800.0
41,40.0,1.0,60.0,50000.0
69,10.0,1.0,40.0,62000.0
44,25.0,1.0,40.0,44700.0
24,20.0,2.0,40.0,30000.0
31,30.0,1.0,40.0,30000.0
35,30.0,1.0,20.0,25000.0
20,25.0,1.0,40.0,5000.0
48,15.0,1.0,40.0,44000.0
37,,,,6400.0
65,,,,7200.0
52,15.0,1.0,40.0,85000.0
44,,,,0.0
21,15.0,1.0,35.0,38900.0
36,15.0,1.0,40.0,48000.0
56,20.0,2.0,40.0,80000.0
29,,,,0.0
11,,,,
66,25.0,1.0,38.0,101500.0
19,15.0,,40.0,24000.0
7,,,,
56,10.0,1.0,40.0,68000.0
16,,,,0.0
3,,,,
71,,,,14400.0
49,10.0,2.0,8.0,58600.0
14,,,,
67,20.0,1.0,50.0,90000.0
50,,,,0.0
61,145.0,,40.0,23000.0
4,,,,
46,20.0,1.0,40.0,100000.0
16,,,,0.0
34,35.0,1.0,55.0,110000.0
30,10.0,1.0,40.0,32000.0
73,,,,9600.0
