AgeInYears,TravelTimeToWorkInMinutes,NumberOfPeopleInCarpool,HoursWorkedWeeklyInPastYear,TotalIncomeInDollars
55,,,,46990.0
42,10.0,1.0,15.0,60600.0
65,,,,17500.0
42,10.0,1.0,40.0,67000.0
65,,,,15400.0
76,1.0,1.0,42.0,341000.0
10,,,,
0,,,,
31,,,,0.0
0,,,,
49,1.0,1.0,50.0,40000.0
14,,,,
66,10.0,1.0,40.0,211200.0
67,20.0,1.0,40.0,63000.0
61,20.0,1.0,60.0,70000.0
40,,,40.0,40000.0
6,,,,
50,10.0,1.0,40.0,45800.0
43,5.0,1.0,40.0,73300.0
63,15.0,1.0,40.0,39500.0
63,40.0,4.0,50.0,390000.0
51,20.0,2.0,70.0,390000.0
38,10.0,1.0,20.0,35000.0
10,,,,
7,,,,
66,,,,19010.0
23,30.0,1.0,80.0,33000.0
61,,,,0.0
4,,,,
56,20.0,,40.0,34300.0
64,20.0,1.0,15.0,68500.0
8,,,,
24,30.0,1.0,16.0,7000.0
20,10.0,,19.0,4000.0
11,,,,
36,10.0,1.0,40.0,87000.0
54,30.0,1.0,48.0,48000.0
9,,,,
8,,,,
33,,,25.0,2800.0
57,15.0,1.0,60.0,40100.0
50,90.0,3.0,60.0,391200.0
63,5.0,1.0,60.0,50000.0
38,,,,16000.0
75,,,,13100.0
95,,,,30000.0
38,25.0,1.0,40.0,60000.0
68,,,,32400.0
32,15.0,1.0,56.0,70000.0
12,,,,
34,15.0,2.0,40.0,40000.0
73,,,,11000.0
71,,,24.0,51400.0
63,,,,0.0
51,30.0,1.0,40.0,126090.0
43,15.0,,40.0,30000.0
21,45.0,,16.0,7000.0
35,,,,1900.0
39,20.0,1.0,48.0,90000.0
55,,,48.0,20000.0
3,,,,
7,,,,
8,,,,
86,,,,47500.0
70,,,,25400.0
16,,,,0.0
12,,,,
57,50.0,1.0,40.0,65000.0
16,,,,0.0
31,5.0,1.0,40.0,40000.0
63,,,,48000.0
69,,,,21000.0
12,,,,
24,9.0,1.0,46.0,29000.0
1,,,,
73,,,,60200.0
77,145.0,,14.0,30500.0
40,30.0,1.0,40.0,120000.0
21,5.0,,40.0,21400.0
81,,,,18400.0
26,,,1.0,300.0
68,,,,0.0
14,,,,
30,15.0,1.0,20.0,7200.0
32,5.0,2.0,24.0,16000.0
3,,,,
22,15.0,1.0,40.0,42000.0
70,,,,3600.0
8,,,,
43,30.0,1.0,40.0,100000.0
10,,,,
65,,,,0.0
21,2.0,,40.0,27000.0
5,,,,
33,90.0,2.0,50.0,46000.0
2,,,,
43,40.0,1.0,40.0,70100.0
45,,,40.0,32600.0
43,30.0,4.0,50.0,46000.0
40,25.0,1.0,40.0,56900.0
49,50.0,1.0,45.0,60000.0
12,,,,
37,,,,1300.0
21,,,40.0,15000.0
41,25.0,1.0,55.0,60100.0
78,90.0,,24.0,63500.0
17,,,,0.0
41,45.0,1.0,40.0,70000.0
29,45.0,1.0,40.0,52000.0
29,,,,0.0
80,,,,81100.0
84,,,,0.0
19,3.0,1.0,42.0,26000.0
39,105.0,1.0,40.0,33000.0
67,,,,50000.0
77,12.0,1.0,56.0,90000.0
16,,,,0.0
72,,,,7200.0
80,,,,64500.0
47,25.0,1.0,40.0,28500.0
71,,,,46300.0
20,,,,0.0
49,45.0,1.0,60.0,40000.0
80,,,,33400.0
49,,,,0.0
24,15.0,1.0,5.0,1900.0
62,,,3.0,51200.0
24,30.0,1.0,55.0,64050.0
2,,,,
20,5.0,,60.0,14400.0
54,,,,0.0
36,60.0,,40.0,75000.0
69,,,,260000.0
28,,,7.0,320.0
29,45.0,2.0,30.0,30000.0
42,3.0,1.0,20.0,29000.0
21,2.0,,13.0,4000.0
88,,,,14400.0
21,2.0,,50.0,36000.0
8,,,,
0,,,,
14,,,,
31,5.0,1.0,40.0,47200.0
42,15.0,2.0,40.0,50000.0
78,,,,39150.0
40,18.0,1.0,40.0,9000.0
55,5.0,1.0,57.0,30900.0
72,,,,47600.0
1,,,,
62,,,,0.0
42,5.0,1.0,40.0,40000.0
56,,,,0.0
23,30.0,,40.0,30000.0
29,,,32.0,4000.0
71,,,2.0,30800.0
51,20.0,3.0,40.0,50000.0
67,30.0,1.0,20.0,129000.0
32,5.0,1.0,22.0,6500.0
11,,,,
36,20.0,1.0,20.0,29000.0
33,,,,0.0
58,35.0,1.0,50.0,85000.0
73,30.0,1.0,60.0,236600.0
75,,,,35700.0
48,60.0,5.0,40.0,100000.0
20,40.0,1.0,50.0,36000.0
0,,,,
28,10.0,1.0,40.0,50000.0
22,20.0,1.0,40.0,30000.0
35,,,,11600.0
44,,,,0.0
56,,,,0.0
72,30.0,1.0,40.0,102100.0
95,,,,13300.0
77,,,,19800.0
67,,,,0.0
52,40.0,1.0,40.0,31000.0
26,5.0,1.0,40.0,28000.0
27,5.0,1.0,35.0,24000.0
79,,,,20900.0
60,25.0,1.0,40.0,9000.0
37,10.0,1.0,24.0,18000.0
92,,,,15000.0
11,,,,
66,40.0,1.0,40.0,91000.0
43,,,,0.0
21,20.0,,20.0,14000.0
16,,,,3500.0
57,,,,0.0
42,30.0,1.0,20.0,8000.0
83,,,,0.0
27,20.0,1.0,32.0,16000.0
77,,,,1400.0
10,,,,
55,20.0,1.0,40.0,80000.0
38,30.0,1.0,36.0,36000.0
20,15.0,1.0,55.0,27000.0
92,,,,85000.0
95,,,,136000.0
18,,,,0.0
75,,,,58000.0
84,,,,14400.0
2,,,,
63,4.0,,45.0,72000.0
30,10.0,1.0,40.0,50020.0
38,20.0,1.0,40.0,34000.0
76,40.0,1.0,8.0,196000.0
15,,,,0.0
67,40.0,1.0,30.0,60800.0
36,15.0,1.0,30.0,59000.0
68,,,,81000.0
66,60.0,1.0,40.0,90000.0
49,15.0,1.0,45.0,72000.0
57,10.0,1.0,45.0,34000.0
31,,,,0.0
75,20.0,1.0,40.0,46200.0
52,,,,16000.0
9,,,,
95,,,,22500.0
10,,,,
12,,,,
73,,,,9400.0
3,,,,
36,50.0,1.0,40.0,25000.0
40,10.0,1.0,40.0,47900.0
45,5.0,1.0,40.0,46300.0
61,20.0,1.0,45.0,145000.0
42,,,60.0,18000.0
16,,,6.0,3860.0
20,85.0,1.0,35.0,40000.0
21,,,,0.0
42,,,16.0,121000.0
69,,,,8790.0
53,20.0,1.0,40.0,80000.0
6,,,,
9,,,,
65,,,,35800.0
55,2.0,1.0,30.0,39000.0
2,,,,
57,12.0,2.0,40.0,30000.0
57,,,,0.0
70,,,20.0,22900.0
80,,,,60300.0
59,,,,82900.0
71,5.0,,30.0,8000.0
89,,,,15400.0
61,5.0,1.0,50.0,227000.0
27,,,,0.0
86,,,,27900.0
59,,,,37400.0
71,,,,27700.0
16,15.0,5.0,20.0,900.0
83,,,,6100.0
34,10.0,,40.0,100000.0
27,45.0,1.0,40.0,55000.0
14,,,,
1,,,,
5,,,,
29,,,40.0,50000.0
8,,,,
9,,,,
26,30.0,1.0,40.0,18000.0
18,,,,0.0
25,40.0,1.0,41.0,65000.0
69,,,,95000.0
68,,,,29500.0
17,,,,0.0
14,,,,
64,,,,18000.0
76,20.0,2.0,30.0,8000.0
74,,,,48900.0
3,,,,
46,5.0,4.0,30.0,25000.0
39,10.0,3.0,70.0,65400.0
6,,,,
26,,,20.0,10000.0
32,15.0,1.0,50.0,39000.0
39,30.0,1.0,72.0,100000.0
95,,,,120800.0
4,,,,
89,,,,36400.0
65,20.0,1.0,40.0,42700.0
41,5.0,1.0,40.0,48000.0
33,,,,0.0
75,,,,15600.0
73,,,,17600.0
90,,,,900.0
25,5.0,1.0,40.0,34000.0
53,25.0,1.0,40.0,21000.0
62,5.0,3.0,40.0,36000.0
56,50.0,1.0,40.0,40000.0
52,,,84.0,24300.0
77,,,,12300.0
47,,,,0.0
2,,,,
56,10.0,1.0,60.0,52000.0
10,,,,
67,,,,0.0
15,,,,0.0
18,15.0,,8.0,600.0
64,,,,2600.0
68,,,,28200.0
82,,,,7300.0
14,,,,
20,30.0,1.0,40.0,31000.0
28,15.0,1.0,40.0,48000.0
74,20.0,1.0,40.0,48500.0
25,,,,0.0
72,,,,41700.0
33,,,,0.0
15,,,,0.0
8,,,,
19,5.0,2.0,15.0,5400.0
68,,,12.0,10600.0
14,,,,
65,20.0,,45.0,15000.0
63,,,,61000.0
86,,,,53500.0
6,,,,
67,,,,19600.0
49,30.0,,40.0,60000.0
33,5.0,1.0,40.0,60000.0
35,,,,0.0
74,,,,7100.0
61,7.0,1.0,40.0,21100.0
15,,,,0.0
59,15.0,1.0,40.0,30000.0
47,30.0,1.0,20.0,24000.0
46,,,,0.0
50,,,,0.0
45,,,,8200.0
76,,,,98700.0
50,3.0,,20.0,14100.0
60,,,40.0,50000.0
79,,,20.0,416100.0
56,40.0,1.0,40.0,40000.0
35,,,,600.0
10,,,,
41,40.0,1.0,40.0,41600.0
66,15.0,1.0,75.0,68400.0
49,30.0,1.0,40.0,80000.0
1,,,,
54,90.0,1.0,25.0,26000.0
64,,,,2400.0
3,,,,
4,,,,
64,,,,7400.0
54,5.0,,40.0,140000.0
53,15.0,1.0,40.0,24000.0
37,,,,0.0
20,35.0,,23.0,20000.0
76,,,,13500.0
63,,,,119000.0
85,,,,18000.0
53,30.0,1.0,48.0,80000.0
39,20.0,1.0,50.0,108000.0
3,,,,
5,,,,
30,60.0,1.0,40.0,26000.0
77,,,,14700.0
25,5.0,1.0,12.0,10000.0
46,15.0,1.0,20.0,16000.0
65,15.0,1.0,30.0,18000.0
41,10.0,1.0,60.0,60000.0
47,10.0,2.0,44.0,31000.0
39,90.0,3.0,80.0,95100.0
54,12.0,1.0,20.0,6000.0
66,,,,0.0
63,20.0,1.0,40.0,50300.0
1,,,,
57,,,,8400.0
39,,,25.0,6900.0
39,45.0,3.0,40.0,54000.0
39,,,18.0,5000.0
63,20.0,1.0,45.0,120000.0
60,,,40.0,110000.0
5,,,,
53,7.0,1.0,20.0,5100.0
36,,,,15000.0
59,30.0,2.0,30.0,25000.0
75,,,,5000.0
54,,,,10700.0
92,,,,23700.0
91,,,,18300.0
39,45.0,,20.0,6000.0
55,,,4.0,7000.0
35,,,50.0,3300.0
47,60.0,1.0,20.0,10000.0
43,,,60.0,36000.0
21,20.0,1.0,40.0,30000.0
63,3.0,1.0,30.0,18960.0
60,,,20.0,96000.0
79,,,,55000.0
17,,,,0.0
72,,,,-1700.0
22,,,,0.0
42,5.0,1.0,40.0,43000.0
58,10.0,1.0,56.0,100000.0
91,,,,22500.0
11,,,,
46,30.0,2.0,8.0,44700.0
30,,,,0.0
6,,,,
70,40.0,3.0,22.0,32750.0
58,10.0,1.0,38.0,31000.0
27,30.0,1.0,40.0,33300.0
65,5.0,,60.0,130000.0
16,,,,3900.0
59,45.0,1.0,40.0,6300.0
29,7.0,1.0,24.0,2000.0
9,,,,
57,30.0,1.0,40.0,98300.0
80,,,99.0,22600.0
61,,,,0.0
1,,,,
64,45.0,1.0,30.0,25900.0
79,,,,56800.0
95,,,,15000.0
21,23.0,1.0,50.0,30000.0
53,30.0,1.0,40.0,160600.0
64,,,,9400.0
12,,,,
23,,,,0.0
19,,,35.0,23700.0
69,,,40.0,71100.0
14,,,,
67,,,,15200.0
42,10.0,1.0,25.0,60000.0
0,,,,
29,,,,0.0
27,,,,0.0
10,,,,
43,20.0,1.0,80.0,51000.0
66,,,,8700.0
24,15.0,1.0,28.0,3900.0
78,,,,29800.0
33,,,16.0,5000.0
21,5.0,1.0,40.0,25000.0
20,15.0,1.0,20.0,25000.0
41,30.0,2.0,55.0,115000.0
62,45.0,1.0,40.0,78000.0
38,60.0,1.0,40.0,50000.0
13,,,,
66,15.0,1.0,50.0,160000.0
21,20.0,1.0,25.0,27600.0
75,,,,11010.0
52,15.0,1.0,45.0,42000.0
73,5.0,1.0,16.0,43600.0
0,,,,
72,,,,18000.0
35,,,40.0,28000.0
6,,,,
68,,,40.0,70000.0
21,30.0,1.0,36.0,39600.0
61,20.0,1.0,45.0,150000.0
32,60.0,1.0,40.0,80000.0
22,,,78.0,9000.0
18,,,,0.0
50,20.0,1.0,40.0,89000.0
58,,,,38000.0
64,40.0,2.0,40.0,103500.0
60,45.0,1.0,40.0,40620.0
50,20.0,1.0,40.0,30000.0
51,10.0,1.0,15.0,6000.0
60,60.0,1.0,60.0,120000.0
8,,,,
17,2.0,1.0,18.0,6000.0
27,15.0,1.0,40.0,60000.0
41,20.0,1.0,45.0,33000.0
29,60.0,1.0,30.0,3500.0
32,5.0,1.0,40.0,30000.0
28,,,40.0,317000.0
53,,,40.0,30000.0
71,,,,66100.0
53,60.0,,40.0,15000.0
49,15.0,1.0,40.0,50000.0
25,30.0,,40.0,19500.0
1,,,,
77,,,,52000.0
72,10.0,4.0,20.0,52000.0
15,,,,0.0
81,,,,9300.0
18,,,15.0,2500.0
41,45.0,3.0,40.0,32000.0
56,,,,0.0
35,,,,11600.0
59,,,4.0,68400.0
42,45.0,1.0,30.0,55000.0
63,15.0,1.0,45.0,95300.0
38,30.0,,60.0,75000.0
50,,,,0.0
25,10.0,1.0,15.0,5200.0
49,45.0,1.0,40.0,36000.0
50,7.0,4.0,50.0,411600.0
74,,,,42000.0
42,,,30.0,410000.0
69,20.0,1.0,30.0,82530.0
76,,,2.0,175000.0
82,,,,18800.0
9,,,,
24,5.0,1.0,12.0,15000.0
10,,,,
69,,,,38400.0
26,20.0,2.0,20.0,18000.0
21,10.0,1.0,40.0,20000.0
43,60.0,1.0,40.0,200000.0
66,,,,18000.0
26,10.0,1.0,30.0,3200.0
13,,,,
75,,,,323400.0
6,,,,
42,20.0,1.0,36.0,22000.0
85,,,,11800.0
3,,,,
8,,,,
22,10.0,,40.0,42000.0
6,,,,
56,,,,9300.0
13,,,,
64,,,,9600.0
53,35.0,1.0,40.0,180000.0
0,,,,
1,,,,
3,,,,
28,,,,0.0
27,,,15.0,5000.0
44,10.0,,40.0,63000.0
61,,,,0.0
44,20.0,2.0,50.0,62000.0
76,,,,42800.0
86,,,,18800.0
9,,,,
37,30.0,1.0,45.0,80000.0
17,,,,0.0
48,23.0,1.0,48.0,146800.0
7,,,,
67,,,,64400.0
29,,,,12300.0
63,15.0,1.0,25.0,60000.0
72,,,5.0,72340.0
20,2.0,,60.0,22000.0
35,,,,0.0
66,,,,98400.0
17,10.0,4.0,19.0,4000.0
38,,,,0.0
25,10.0,6.0,40.0,46030.0
22,5.0,,65.0,22000.0
40,30.0,1.0,40.0,100000.0
20,,,,0.0
6,,,,
51,,,,0.0
49,,,20.0,9600.0
48,30.0,1.0,55.0,37000.0
59,50.0,1.0,84.0,185000.0
32,10.0,1.0,65.0,57000.0
44,7.0,1.0,45.0,20000.0
34,,,40.0,30900.0
25,15.0,1.0,40.0,30000.0
57,,,,0.0
60,40.0,1.0,40.0,84000.0
25,10.0,1.0,40.0,67000.0
61,,,,1000.0
53,15.0,1.0,40.0,78000.0
74,,,,133000.0
50,30.0,,40.0,63000.0
43,40.0,3.0,40.0,46000.0
58,,,42.0,99000.0
3,,,,
26,30.0,1.0,40.0,50000.0
65,10.0,1.0,40.0,36000.0
12,,,,
45,,,,200.0
22,,,,0.0
0,,,,
38,30.0,1.0,74.0,75000.0
6,,,,
32,15.0,1.0,30.0,28000.0
14,,,,
8,,,,
77,,,,24400.0
36,50.0,1.0,45.0,43000.0
17,,,,0.0
28,15.0,1.0,41.0,23000.0
34,30.0,1.0,60.0,113000.0
4,,,,
42,,,,600.0
28,15.0,1.0,40.0,60000.0
50,28.0,1.0,52.0,65000.0
66,,,,162300.0
58,,,,24000.0
58,30.0,1.0,40.0,21100.0
38,30.0,1.0,40.0,60000.0
83,,,,20200.0
56,45.0,1.0,40.0,26000.0
56,10.0,1.0,34.0,19000.0
41,30.0,1.0,40.0,47900.0
12,,,,
64,7.0,1.0,36.0,110000.0
2,,,,
51,,,,40.0
4,,,,
53,,,,0.0
67,,,,0.0
17,,,16.0,400.0
46,15.0,1.0,40.0,35000.0
63,,,40.0,21000.0
43,15.0,1.0,40.0,47020.0
34,15.0,1.0,40.0,89000.0
25,8.0,1.0,35.0,10500.0
28,30.0,1.0,15.0,13000.0
66,,,,3400.0
92,,,,25700.0
70,,,,60100.0
41,60.0,1.0,40.0,64000.0
67,,,,11300.0
41,30.0,3.0,40.0,85000.0
37,25.0,1.0,40.0,71000.0
10,,,,
59,,,3.0,23300.0
37,5.0,1.0,60.0,100500.0
11,,,,
47,45.0,1.0,40.0,36000.0
45,10.0,,15.0,8500.0
83,,,20.0,25600.0
18,,,,0.0
23,15.0,1.0,1.0,200.0
18,,,,9300.0
65,,,,11500.0
23,45.0,,40.0,32000.0
17,,,40.0,12000.0
21,,,,0.0
75,20.0,1.0,20.0,25400.0
26,20.0,1.0,40.0,50000.0
39,5.0,,40.0,69000.0
22,15.0,1.0,40.0,12500.0
3,,,,
61,,,,296000.0
55,25.0,2.0,40.0,40010.0
40,,,,0.0
18,,,15.0,2000.0
55,30.0,3.0,50.0,81000.0
64,,,,-1700.0
58,30.0,1.0,40.0,30000.0
72,,,,83300.0
68,,,,30000.0
38,,,,0.0
69,,,,18700.0
12,,,,
36,30.0,1.0,50.0,125000.0
54,,,50.0,86700.0
8,,,,
69,20.0,1.0,40.0,144600.0
81,,,,9600.0
10,,,,
43,60.0,1.0,40.0,66000.0
76,,,,38100.0
44,5.0,,99.0,40000.0
80,,,,62000.0
91,,,,47000.0
52,,,,0.0
10,,,,
33,,,,14000.0
66,60.0,1.0,40.0,38000.0
20,10.0,,19.0,4000.0
95,,,,36000.0
69,,,,6000.0
19,30.0,,20.0,4800.0
13,,,,
55,45.0,1.0,40.0,33200.0
25,20.0,3.0,40.0,38000.0
27,20.0,1.0,40.0,35000.0
35,,,50.0,3300.0
53,45.0,1.0,36.0,28000.0
11,,,,
3,,,,
51,10.0,1.0,40.0,110000.0
59,10.0,1.0,40.0,58000.0
36,15.0,1.0,40.0,42000.0
60,10.0,1.0,40.0,26000.0
60,20.0,1.0,40.0,60000.0
49,45.0,1.0,60.0,136000.0
44,60.0,1.0,50.0,45000.0
48,45.0,1.0,40.0,35000.0
70,20.0,1.0,40.0,159800.0
61,,,,6600.0
17,,,,1700.0
48,30.0,1.0,40.0,23300.0
47,30.0,1.0,40.0,80000.0
59,25.0,1.0,40.0,60000.0
51,,,,0.0
25,20.0,1.0,34.0,34800.0
46,25.0,1.0,40.0,390000.0
65,,,35.0,6000.0
33,8.0,1.0,30.0,23000.0
47,,,,0.0
49,,,45.0,48000.0
77,,,,4500.0
51,10.0,1.0,35.0,21000.0
68,,,,64800.0
42,,,40.0,7000.0
70,,,,15600.0
66,,,,38900.0
14,,,,
38,60.0,1.0,30.0,25000.0
8,,,,
68,30.0,1.0,45.0,390000.0
90,,,,61100.0
25,,,,0.0
65,,,,18600.0
51,,,40.0,53300.0
0,,,,
9,,,,
8,,,,
71,,,,59500.0
55,60.0,1.0,40.0,70000.0
15,,,,0.0
70,,,,34500.0
82,,,,102500.0
71,,,,61000.0
18,,,,0.0
26,30.0,1.0,40.0,86000.0
8,,,,
69,,,,11000.0
43,20.0,1.0,40.0,3000.0
11,,,,
34,,,,0.0
67,,,,6000.0
61,,,,35100.0
16,,,,0.0
80,,,15.0,44000.0
58,17.0,,40.0,32700.0
30,,,,0.0
76,,,,45400.0
95,,,,36200.0
31,20.0,1.0,40.0,38000.0
2,,,,
56,,,,350.0
64,,,,1400.0
21,40.0,1.0,35.0,35000.0
33,,,10.0,400.0
13,,,,
41,10.0,1.0,24.0,25000.0
69,20.0,1.0,40.0,114000.0
59,60.0,1.0,40.0,65000.0
28,,,,0.0
15,,,,0.0
14,,,,
3,,,,
55,30.0,,40.0,27000.0
26,30.0,1.0,40.0,39300.0
47,,,20.0,9600.0
49,10.0,,40.0,44000.0
9,,,,
70,,,,1500.0
21,45.0,1.0,80.0,60300.0
92,,,,33600.0
28,45.0,2.0,25.0,30000.0
4,,,,
65,,,,46600.0
51,10.0,1.0,40.0,34500.0
86,,,,226300.0
27,45.0,1.0,45.0,80000.0
86,,,,40900.0
68,,,3.0,19100.0
8,,,,
62,,,,12020.0
83,,,,51300.0
4,,,,
95,,,,31200.0
49,40.0,1.0,20.0,17700.0
60,,,,9600.0
62,,,24.0,1200.0
29,90.0,2.0,40.0,40000.0
43,,,,0.0
30,,,,0.0
37,20.0,1.0,60.0,105000.0
34,30.0,2.0,19.0,6000.0
45,,,,0.0
69,,,,15300.0
28,20.0,6.0,40.0,25000.0
90,,,,12000.0
24,60.0,,35.0,29300.0
42,25.0,1.0,40.0,60000.0
47,35.0,4.0,17.0,12500.0
58,,,,9000.0
35,30.0,,40.0,56000.0
56,,,,4700.0
33,10.0,1.0,30.0,10000.0
23,,,35.0,24500.0
57,15.0,3.0,40.0,40000.0
61,45.0,1.0,60.0,82000.0
58,,,40.0,9000.0
75,,,,7000.0
1,,,,
58,,,,8500.0
41,,,,700.0
67,,,,0.0
36,15.0,3.0,40.0,42000.0
44,,,,0.0
50,15.0,1.0,40.0,80000.0
53,25.0,1.0,20.0,13000.0
25,20.0,1.0,30.0,170000.0
1,,,,
37,15.0,1.0,50.0,87000.0
61,,,,6000.0
95,,,,15600.0
62,,,,15440.0
56,,,,20000.0
21,,,,0.0
58,,,,45600.0
81,,,15.0,88200.0
12,,,,
2,,,,
46,12.0,1.0,50.0,26500.0
66,,,,10100.0
69,,,,39250.0
83,,,,17200.0
19,,,15.0,2500.0
14,,,,
23,,,,0.0
49,,,30.0,180000.0
5,,,,
7,,,,
74,,,,157100.0
84,,,,0.0
25,,,,0.0
2,,,,
81,,,,5100.0
44,20.0,2.0,40.0,42000.0
4,,,,
62,,,76.0,60000.0
42,30.0,1.0,40.0,100000.0
38,,,,0.0
2,,,,
52,5.0,1.0,40.0,38000.0
40,,,,0.0
37,60.0,,40.0,100020.0
95,,,,47600.0
51,15.0,,40.0,35000.0
35,35.0,,45.0,76000.0
28,5.0,1.0,40.0,47800.0
31,20.0,1.0,40.0,49500.0
26,15.0,3.0,20.0,15000.0
12,,,,
50,15.0,1.0,40.0,31300.0
52,,,40.0,35000.0
54,8.0,2.0,40.0,37000.0
30,15.0,2.0,60.0,104600.0
6,,,,
85,,,,24000.0
91,,,,36000.0
76,,,,56800.0
84,,,,28000.0
88,,,,168490.0
40,,,,0.0
18,,,,0.0
46,3.0,1.0,40.0,60000.0
6,,,,
88,,,,16100.0
53,30.0,1.0,40.0,185000.0
69,,,,112000.0
56,,,,0.0
13,,,,
17,10.0,,16.0,4200.0
55,25.0,1.0,50.0,55300.0
21,30.0,2.0,30.0,14000.0
52,,,,30000.0
63,30.0,1.0,40.0,36600.0
56,40.0,1.0,40.0,41000.0
62,,,,65000.0
66,,,,8700.0
26,30.0,2.0,60.0,30000.0
0,,,,
81,,,40.0,143800.0
34,10.0,,20.0,9000.0
72,10.0,1.0,16.0,45900.0
64,,,,0.0
27,10.0,1.0,25.0,10000.0
11,,,,
5,,,,
34,,,70.0,6000.0
57,15.0,,35.0,103000.0
54,35.0,1.0,40.0,45000.0
67,15.0,,48.0,91700.0
67,,,60.0,88240.0
37,,,,0.0
64,25.0,1.0,2.0,60000.0
51,30.0,1.0,40.0,62860.0
19,25.0,,20.0,1000.0
20,15.0,1.0,40.0,24000.0
0,,,,
70,15.0,1.0,34.0,35200.0
1,,,,
62,7.0,1.0,40.0,41000.0
12,,,,
47,15.0,1.0,18.0,9000.0
0,,,,
58,30.0,1.0,50.0,80000.0
60,,,,0.0
51,30.0,2.0,40.0,75000.0
25,25.0,,35.0,26280.0
52,10.0,1.0,45.0,90000.0
70,,,,63800.0
51,,,,25000.0
79,,,,66600.0
71,,,,46300.0
41,10.0,2.0,40.0,20000.0
58,5.0,1.0,40.0,40000.0
90,,,,17900.0
24,30.0,1.0,40.0,25000.0
41,35.0,2.0,40.0,77000.0
34,30.0,2.0,38.0,33600.0
32,35.0,1.0,40.0,42500.0
37,30.0,1.0,40.0,88000.0
62,,,12.0,45000.0
69,,,45.0,58900.0
91,,,,24400.0
47,11.0,1.0,40.0,136000.0
56,45.0,,40.0,70160.0
11,,,,
37,20.0,1.0,40.0,75000.0
43,45.0,1.0,55.0,137500.0
50,25.0,1.0,40.0,131000.0
12,,,,
58,11.0,1.0,50.0,66000.0
89,,,40.0,168800.0
11,,,,
95,30.0,,18.0,34200.0
24,45.0,2.0,40.0,30000.0
45,20.0,1.0,40.0,29000.0
20,30.0,3.0,20.0,2600.0
62,20.0,1.0,40.0,124000.0
87,,,,5500.0
58,20.0,1.0,40.0,20400.0
5,,,,
26,15.0,1.0,40.0,40000.0
5,,,,
72,,,,27000.0
37,30.0,1.0,35.0,9000.0
33,10.0,1.0,55.0,120650.0
57,,,,16500.0
64,,,,200.0
8,,,,
21,,,,0.0
8,,,,
17,,,,0.0
30,45.0,1.0,25.0,12000.0
67,30.0,1.0,50.0,150000.0
50,30.0,2.0,36.0,80000.0
50,20.0,1.0,40.0,94000.0
89,,,,0.0
71,60.0,1.0,40.0,103400.0
52,15.0,,40.0,128300.0
61,,,,1000.0
38,45.0,1.0,40.0,80000.0
38,40.0,1.0,50.0,75000.0
58,25.0,,80.0,400000.0
56,17.0,1.0,23.0,20300.0
37,,,40.0,11000.0
72,,,,25000.0
33,15.0,1.0,40.0,110000.0
76,,,,29500.0
63,15.0,5.0,40.0,30400.0
58,40.0,1.0,40.0,24000.0
26,30.0,2.0,35.0,15000.0
84,,,,31680.0
27,,,8.0,39000.0
17,,,,0.0
32,30.0,1.0,40.0,100000.0
21,,,,0.0
68,,,,20400.0
11,,,,
37,30.0,1.0,50.0,40000.0
36,35.0,1.0,45.0,155000.0
50,,,,8540.0
49,5.0,,55.0,87000.0
47,10.0,1.0,40.0,49300.0
5,,,,
55,,,40.0,87500.0
38,20.0,1.0,40.0,29000.0
17,,,30.0,1000.0
36,10.0,1.0,40.0,77000.0
52,60.0,,40.0,10000.0
32,,,,8400.0
35,,,12.0,2000.0
42,5.0,1.0,40.0,75000.0
75,35.0,1.0,50.0,431400.0
61,20.0,1.0,20.0,49800.0
47,75.0,3.0,40.0,100000.0
36,20.0,1.0,45.0,55000.0
70,,,,29800.0
25,145.0,1.0,40.0,23000.0
40,,,,0.0
11,,,,
71,,,,10000.0
6,,,,
58,20.0,,40.0,390000.0
79,,,,64000.0
73,,,,17400.0
6,,,,
60,15.0,1.0,50.0,85100.0
73,15.0,1.0,50.0,470600.0
48,30.0,1.0,40.0,40000.0
16,,,,0.0
76,,,,71100.0
68,20.0,2.0,40.0,42900.0
9,,,,
66,,,,42000.0
3,,,,
52,40.0,1.0,40.0,150000.0
28,15.0,1.0,40.0,30000.0
83,,,,53000.0
68,25.0,1.0,40.0,201200.0
60,60.0,2.0,40.0,46600.0
56,25.0,,40.0,70000.0
27,20.0,2.0,44.0,44700.0
50,,,50.0,52500.0
70,,,,10000.0
59,30.0,1.0,40.0,96000.0
65,40.0,1.0,40.0,35500.0
47,15.0,1.0,40.0,50000.0
62,,,,0.0
26,,,,6000.0
60,45.0,1.0,32.0,25000.0
35,,,40.0,15000.0
57,30.0,1.0,50.0,215000.0
19,20.0,,40.0,12500.0
58,20.0,1.0,40.0,32000.0
89,,,,68000.0
71,,,,71000.0
21,15.0,1.0,36.0,54000.0
54,,,50.0,65000.0
72,,,,61700.0
73,,,,39000.0
16,,,,0.0
59,60.0,1.0,40.0,39500.0
36,10.0,2.0,40.0,7700.0
45,15.0,1.0,50.0,72080.0
44,15.0,2.0,60.0,120000.0
67,,,20.0,59100.0
49,30.0,1.0,32.0,38700.0
55,20.0,2.0,40.0,35000.0
7,,,,
11,,,,
56,15.0,,48.0,25000.0
70,5.0,1.0,20.0,14800.0
72,,,,5600.0
8,,,,
21,,,,0.0
20,15.0,1.0,40.0,12000.0
72,,,,5800.0
